Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
FPJLTHNGOJRXMU-UHFFFAOYNA-N,CHEMBL122925,4317,A,6.0,chembl20,105195,9606,MMP8,2671,C1(S(NO)(=O)=O)=C(C(F)=C(C(=C1F)F)F)F
GHGZVWOTJDLREY-UHFFFAOYNA-N,CHEMBL1650631,4317,N,2.59,chembl20,715233,9606,MMP8,2671,C=1C=C2OC(=NC2=CC1)C=3C(=CC=CC3)O
DGMPVYSXXIOGJY-XWKXFZRBNA-N,CHEMBL24510,4317,N,2.95,chembl20,715233,9606,MMP8,2671,N1=C(C(O)=O)C=CC(=C1)CCCC
KXZQYLBVMZGIKC-UHFFFAOYNA-N,CHEMBL1650627,4317,N,3.6,chembl20,715233,9606,MMP8,2671,N(CC1=NC=CC=C1)CC=2N=CC=CC2
LXWSQOLUGYUJKO-WXRBYKJCNA-N,CHEMBL406023,4317,N,3.72,chembl20,105076,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)CC(C)C
RDECIIJACWTCQB-MSCSSKODNA-N,CHEMBL97709,4317,A,5.4,chembl20,105208,9606,MMP8,2671,P(C(NC1CCCCCCC1)=O)(=O)(O)O
RRPKGUUYTHFUPN-UHFFFAOYNA-N,CHEMBL123064,4317,N,4.44,chembl20,105195,9606,MMP8,2671,S(C1=C(C=C(C=C1C)C)C)(NO)(=O)=O
QTUCHEGSWFEUBW-WXRBYKJCNA-N,CHEMBL2385479,4317,A,6.62,chembl20,960930,9606,MMP8,2671,S(=O)(=O)(NCC(=NO)O)C1=CC=CC=C1
NEQAQLUTBGWNLE-BAINRFMONA-N,CHEMBL96438,4317,N,4.05,chembl20,105208,9606,MMP8,2671,P(C(N(CCCC)CCCC)=O)(=O)(O)O
MVVGSPCXHRFDDR-UHFFFAOYNA-N,CHEMBL1650632,4317,N,2.82,chembl20,715233,9606,MMP8,2671,C=1C=C2SC(=NC2=CC1)C=3C(=CC=CC3)O
NZVNWWNLDSMXQI-XWKXFZRBNA-N,CHEMBL103200,4317,N,4.39,chembl20,105077,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)(CC(C)C)C
KTJYZIRNJPDNBW-UHFFFAOYNA-N,CHEMBL332439,4317,N,4.6,chembl20,105195,9606,MMP8,2671,C(S(NO)(=O)=O)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
LOAUVZALPPNFOQ-XWKXFZRBNA-N,CHEMBL1160559,4317,N,2.61,chembl20,715233,9606,MMP8,2671,N1=C(C=CC2=CC=CC=C12)C(=O)O
WUJKUDYOBOSPIE-KZFATGLANA-N,CHEMBL253470,4317,N,3.72,chembl20,458937,9606,MMP8,2671,C(O)(=NO)C(C(C)C)C(=O)OCC
XBMRQHZMWARLEG-HWVAXDMANA-N,CHEMBL97951,4317,N,4.1,chembl20,105208,9606,MMP8,2671,P(C(NCC1CCCCC1)=O)(=O)(O)O
USQRZPGPLTUIHD-BGGKNDAXNA-N,CHEMBL333532,4317,A,6.92,chembl20,105195,9606,MMP8,2671,S(C=1C(C(=O)O)=CC=CC1)(NO)(=O)=O
UTOKQYCFEAMQLH-UHFFFAOYNA-N,CHEMBL331114,4317,N,4.8,chembl20,105195,9606,MMP8,2671,S(C1=CC(Cl)=C(N(=O)=O)C=C1)(NO)(=O)=O
UHBIKXOBLZWFKM-NDKGDYFDNA-N,CHEMBL1368601,4317,N,3.6,chembl20,715233,9606,MMP8,2671,OC=1C=2N=C(C=CC2C=CC1)C(O)=O
CGJLUFDUAXAIJE-NDKGDYFDNA-N,57339411,4317,A,7.12494,pubchem,748348,9606,MMP8,2671,S(O)(O)(N=CC(O)=NO)=CCC1=CC=CC=C1
CARKQNSZFCLNKM-UHFFFAOYNA-N,CHEMBL402747,4317,A,5.57,chembl20,497405,9606,MMP8,2671,C1=C(C=CC(S(=O)(=O)CCCS)=C1)OCC#CC
GAGZCJQIQJEPOK-NDKGDYFDNA-N,CHEMBL117316,4317,N,4.01,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)C1=CC=CC=C1
CTONTIQKTODDRQ-UHFFFAOYNA-N,19366816,4317,A,6.23284,pubchem,104910,9606,MMP8,2671,S(=O)(=O)(C1CC(S)CCC1)C2=CC=C(OC)C=C2
IEFFRLNSCQIVBY-UHFFFAOYNA-N,CHEMBL243874,4317,A,6.7,chembl20,442206,9606,MMP8,2671,C=1(C=CC(OCC#CC)=CC1)S(=O)(N(CCS)C)=O
KBSHVFMCGRPZOW-WXRBYKJCNA-N,CHEMBL2385491,4317,A,6.44,chembl20,960930,9606,MMP8,2671,S(O)(O)(N=CC(O)=O)=CCC=1SC(=CC1)Cl
QXLUKDZXPBRJKE-OENXLSQZNA-N,CHEMBL172874,4317,A,5.15,chembl20,105204,9606,MMP8,2671,C(C(=O)NCCCOCC(CC)CCCC)(O)=NO
RRXGRDMHWYLJSY-UHFFFAOYNA-N,CHEMBL1650629,4317,N,3.6,chembl20,715233,9606,MMP8,2671,C=1C=C(C=C(N1)C=2C=C(C=CN2)CO)CO
OMXNRRSBGWIVMU-YHMJCDSINA-N,CHEMBL418619,4317,N,4.28,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)CC1=CC=CC=C1
XRASPMIURGNCCH-BZMATWFHNA-N,CHEMBL924,4317,N,4.75,chembl20,990169,9606,MMP8,2671,C(P(=O)(O)O)(P(=O)(O)O)(CN1C=NC=C1)O
WLZISXXOYYGJNT-XWKXFZRBNA-N,CHEMBL83508,4317,A,7.23,chembl20,960930,9606,MMP8,2671,OC(=NO)CNS(=O)(=O)C1=CC=C(OC)C=C1
SUZXRAYQMOELIJ-XWKXFZRBNA-N,71817100,4317,A,7.4318,pubchem,748348,9606,MMP8,2671,ClC=1SC(CC=S(O)(O)N=CC(O)=NO)=CC1
UIBGOVKOYKPDFL-BGGKNDAXNA-N,CHEMBL123233,4317,N,4.92,chembl20,105195,9606,MMP8,2671,S(NO)(C1=CC=C(NC(=O)C)C=C1)(=O)=O
DKJJVAGXPKPDRL-BZMATWFHNA-N,CHEMBL1350,4317,N,4.49,chembl20,990169,9606,MMP8,2671,C(P(=O)(O)O)(P(=O)(O)O)SC1=CC=C(C=C1)Cl
ADHSWFUIIRWNHD-FBJGXTGVNA-N,CHEMBL2440433,4317,N,4.59,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=C(C(=C1)Cl)Cl)P(O)(O)=O)=O
UGLOKYALFGIDPP-UHFFFAOYNA-N,15516783,4317,A,7.4437,pubchem,104910,9606,MMP8,2671,S(=O)(=O)(CCCS)C1=CC=C(SC2=CC=CC=C2)C=C1
AXIAQHKDCQVIKV-WZXCJNMENA-N,CHEMBL2440441,4317,A,5.62,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=C(C=C1)Br)P(O)(O)=O)=O
FVJHDPVFVSTFKH-WZXCJNMENA-N,CHEMBL2440439,4317,N,4.44,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=C(C=C1)C)P(O)(O)=O)=O
KHCZZISCPQRODX-YAQRNVERNA-N,CHEMBL1632641,4317,A,6.76,chembl20,694546,9606,MMP8,2671,C=1C(=CC=C(C1)F)S(=O)(N(CCO)CC(=NO)O)=O
KHJPAHWJFVMVOE-YHMJCDSINA-N,57339413,4317,A,7.85387,pubchem,748348,9606,MMP8,2671,S(O)(O)(N=CC(O)=NO)=CCC1=CC=C(OC)C=C1
PVHIFSFEBLXSME-YAQRNVERNA-N,CHEMBL317231,4317,N,4.96,chembl20,105077,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)(CC1=CC=CC=C1)C
QAPOPAUODGASKO-YSFRZULJNA-N,CHEMBL116150,4317,A,6.62,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)NCCCCCCCC)CC(C)C
MXTBHPDVCDUGQL-YAQRNVERNA-N,CHEMBL116523,4317,N,3.72,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)OCC)CCC=1C=CC=CC1
NTDIUCAPLIESFB-HCKMINDGNA-N,CHEMBL117932,4317,N,4.3,chembl20,458937,9606,MMP8,2671,C(C(N1CCOCC1)=O)(C(O)=NO)CC2=CC=CC=C2
NVJUVGMOOGFJLZ-UHFFFAOYNA-N,CHEMBL243236,4317,A,7.05,chembl20,442206,9606,MMP8,2671,C1(=CC=C(C=C1)S(N2CCCC(C2)S)(=O)=O)OCC#CC
VOESHNWTIDIZCL-NDKGDYFDNA-N,CHEMBL333896,4317,A,6.9,chembl20,105195,9606,MMP8,2671,S(NC(C(O)=NO)C)(C1=CC=C(C=C1)OC)(=O)=O
XHCXISPZIHYKQD-JNCHPHNINA-N,CHEMBL270296,4317,N,4.3,chembl20,465797,9606,MMP8,2671,C1CC[C@H]([C@@H](C1)NC(P(O)(O)=O)=O)N
CTVWOVYWOFCAMW-UHFFFAOYNA-N,CHEMBL301565,4317,A,8.4,chembl20,105215,9606,MMP8,2671,S(C1=CC=C(OC2=CC=CC=C2)C=C1)(=O)(=O)CCCS
ZZGSFKGOXXIHOT-HCKMINDGNA-N,CHEMBL325488,4317,A,5.64,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(O)NCCCC=1C=CC=CC1)=O
CSAFQHHGNGUQOL-LILDFLRNNA-N,CHEMBL332429,4317,A,6.93,chembl20,105195,9606,MMP8,2671,C(S(NC(C(O)=NO)C)(=O)=O)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
BLIQFUCBRCDFAI-CYBMUJFWNA-N,CHEMBL389594,4317,A,6.7,chembl20,442206,9606,MMP8,2671,C1(=CC=C(C=C1)S(N2CC[C@H](C2)S)(=O)=O)OCC#CC
AUIKJLRMPLDORG-HCKMINDGNA-N,CHEMBL331669,4317,A,6.94,chembl20,105195,9606,MMP8,2671,S(C1=C(C(F)=C(C(=C1F)F)F)F)(NC(C(O)=NO)C)(=O)=O
HCKYIMJMJTUVAP-VRWLZDFCNA-N,CHEMBL173382,4317,N,4.85,chembl20,105204,9606,MMP8,2671,C(C(=O)NCCC=1C=2C(=CC=C(C2)Cl)NC1)(O)=NO
DQDPBMDGDOPPLK-WYUMXYHSNA-N,CHEMBL321556,4317,A,7.37,chembl20,442205,9606,MMP8,2671,S(N(CC(O)=NO)C)(C1=CC=C(C=C1)OCC#CC)(=O)=O
HOSIVTBRRYYOOH-YHMJCDSINA-N,CHEMBL293504,4317,A,7.62,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC1=CC=C(N(=O)=O)C=C1)(=O)(=O)C
CPWMZTRXCCYTDM-WYUMXYHSNA-N,CHEMBL123382,4317,A,6.91,chembl20,105195,9606,MMP8,2671,S(NC(C(O)=NO)CC(C)C)(C1=CC=C(C=C1)OC)(=O)=O
DBVIHPVOZIIXAL-LILDFLRNNA-N,CHEMBL200385,4317,N,3.0,chembl20,327981,9606,MMP8,2671,C=1C(=CC=C(C1)OC=2C=CC=CC2)CCN(C(=NO)O)C
MDQNHUVXMAEAFD-VLIVXWSWNA-N,CHEMBL2440429,4317,N,4.21,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=CC=2C1=CC=CC2)P(O)(O)=O)=O
IVGHGMHNUBCTDC-YAQRNVERNA-N,CHEMBL1234724,4317,A,7.89,chembl20,694546,9606,MMP8,2671,O=S(=O)(N(CC(O)=NO)CCO)C1=CC=C(C=C1)OC
HTWBLJFKBSZUAN-XGKPEAOUNA-N,CHEMBL2440578,4317,N,4.82,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=C(C=C1)N(=O)=O)P(O)(O)=O)=O
JIRXORZYIXSWOB-WYUMXYHSNA-N,CHEMBL311932,4317,A,8.05,chembl20,694546,9606,MMP8,2671,C1=CC(=CC=C1S(=O)(=O)N(CC(C)C)CC(=NO)O)OC
HJAQLIVSMXUHPV-GPQMBLKYNA-N,CHEMBL332858,4317,A,6.89,chembl20,105195,9606,MMP8,2671,C(C(C(C(F)(F)F)(F)F)(F)F)(S(NCC(O)=NO)(=O)=O)(F)F
NQVJMMFATZALSN-YHMJCDSINA-N,CHEMBL2385488,4317,A,7.7,chembl20,960930,9606,MMP8,2671,S(O)(O)(N=CC(=NO)O)=CCC1=CC2=C(C=C1)OCO2
NKGRTRASISLCCZ-HCKMINDGNA-N,CHEMBL550148,4317,A,8.15,chembl20,571084,9606,MMP8,2671,C=1C(=CC=C(C1)C2=CC=CC=C2)S(=O)(=O)NCC(O)=NO
NWWZGWZTAZLVRQ-KGCNKATMNA-N,CHEMBL2151348,4317,N,4.37,chembl20,854274,9606,MMP8,2671,C(C(C=1C=CC=CC1)=O)C2(O)C(=O)NC(NC2=O)=O
WWQRPJINVFSPDF-WYUMXYHSNA-N,CHEMBL123167,4317,A,6.9,chembl20,105195,9606,MMP8,2671,C1(S(NCC(O)=NO)(=O)=O)=C(C(F)=C(C(=C1F)F)F)F
UYVXUYVAIIWBSW-RLVKBXOXNA-N,7063077,4317,A,6.56067,pubchem,748348,9606,MMP8,2671,ClC=1SC(S(=O)(=O)N2[C@@H](CCC2)C(=O)O)=CC1
SUEBJDNLBVTIQP-YAQRNVERNA-N,CHEMBL121916,4317,A,6.9,chembl20,105195,9606,MMP8,2671,S(NC(C(O)=NO)C(C)C)(C1=CC=C(C=C1)OC)(=O)=O
ALUHGPANWKZMAA-LILDFLRNNA-N,CHEMBL141675,4317,A,7.7,chembl20,105071,9606,MMP8,2671,S(N1C(C(O)=NO)CC=2C(C1)=CC=CC2)(=O)(=O)C=3C=CC=CC3
BHTYFFISFVNOLJ-IMYFCDRWNA-N,CHEMBL293479,4317,N,4.52,chembl20,990169,9606,MMP8,2671,C=1C=C(NC(P(=O)(O)O)P(=O)(O)O)C=CC1C2=CC=CC=C2
CFTFSLAYHNLDAY-GPQMBLKYNA-N,73353430,4317,A,8.1549,pubchem,748348,9606,MMP8,2671,S(O)(O)(N=CC(=O)O)=CCC1=CC=C(C=C1)C2=CC=CC=C2
BZWDHUMJSSLVCR-WYUMXYHSNA-N,CHEMBL585376,4317,N,4.13,chembl20,591600,9606,MMP8,2671,C=1(C(=CC=CC1)S(C2=CC=C(C=C2)OC)(=O)=O)CC(O)=O
XUDODBAIOYVRJQ-UHFFFAOYNA-N,19366867,4317,A,7.30103,pubchem,104910,9606,MMP8,2671,S(=O)(=O)(C1CC(S)CCC1)C2=CC=C(SC3=CC=CC=C3)C=C2
LGIWFZRBXLCBCI-KGCNKATMNA-N,CHEMBL2151351,4317,N,4.2,chembl20,854274,9606,MMP8,2671,C(C(C=1C=CC(=CC1)N(=O)=O)=O)C2(C(=O)NC(NC2=O)=O)O
LBWCQKKKDGPEQC-VUEOKQGPNA-N,CHEMBL322246,4317,N,4.36,chembl20,105077,9606,MMP8,2671,C(C(NC=1C=CC=CC1)=O)(C(O)=NO)(CC2=CC=CC=C2)C
GVMUNGGWXRKCEU-PKSOQXRJNA-N,CHEMBL200435,4317,N,2.92,chembl20,327981,9606,MMP8,2671,C1=CC(=CC=C1C2=CC=C(C=C2)C#N)OCCN(C)C(O)=NO
IXFMBXNLOHKCPT-IMYFCDRWNA-N,CHEMBL55371,4317,N,4.28,chembl20,990169,9606,MMP8,2671,C1(=CC(NC(P(=O)(O)O)P(=O)(O)O)=CC=C1)C2=CC=CC=C2
ITWGWXCEGHFMHT-HCKMINDGNA-N,44478926,4317,A,6.55284,pubchem,440422,9606,MMP8,2671,S(=O)(=O)(C=1C(CC(O)=NO)=CC=CC1)C2=CC=C(OC)C=C2
YJKZJSXUMXIJNB-GTNTULIANA-N,73345859,4317,A,8.22185,pubchem,748348,9606,MMP8,2671,ClC=1SC(CCS(=O)(=O)N2[C@@H](CCC2)C(O)=NO)=CC1
JVBPIOHSXSYBRG-HCKMINDGNA-N,CHEMBL55907,4317,A,7.72,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC=1C=CC(N(=O)=O)=CC1)(C(Cl)(Cl)Cl)(=O)=O
QCOAXSJLEXJOSH-YGZLFCMANA-N,CHEMBL102373,4317,A,5.96,chembl20,105077,9606,MMP8,2671,C(C(NCC1=CC=CC=C1)=O)(C(O)=NO)(CC=2C=CC=CC2)C
PCRITYAGTCCZEK-LBZSZPPHNA-N,CHEMBL1632639,4317,A,8.05,chembl20,694546,9606,MMP8,2671,C=1C(=CC=C(C1)OC)S(N[C@@H](C(=NO)O)CO)(=O)=O
QVAVQQVTOJMLHH-VPQZEOPVNA-N,CHEMBL515083,4317,A,6.0,chembl20,561987,9606,MMP8,2671,N(=C(O)CN(S(C1=CC=C(C=C1)OC)(=O)=O)CC(=O)O)O
RRXQHLQCQYPPMF-VRGMUVNCNA-N,651854,4317,A,6.17393,pubchem,370888,9606,MMP8,2671,O(CCCCCC)C1=CC=C(C(CC(=O)O)C(=O)N)C=C1
RTBMLCLTYAPKIF-VEWCPZSHNA-N,1836,4317,A,7.09151,pubchem,107851,9606,MMP8,2671,O=C1NC(=O)NC(=O)C1(C2=CC=C(OC3=CC=CC=C3)C=C2)C
QPFIKHZWPMXTRS-WYUMXYHSNA-N,CHEMBL575895,4317,N,4.14,chembl20,591600,9606,MMP8,2671,C1(=C(C=CC=C1)S(C2=CC=C(C=C2)OC)(=O)=O)C(O)=NO
XOVSRAFNJNQNRK-UHFFFAOYNA-N,CHEMBL48474,4317,A,8.1,chembl20,102106,9606,MMP8,2671,S(C1CC(S)CCC1)(C=2C=CC(OC3=CC=CC=C3)=CC2)(=O)=O
OPYOHFRGHGDNSJ-WYUMXYHSNA-N,CHEMBL55107,4317,A,7.46,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC1=CC=C(N(=O)=O)C=C1)(N(C)C)(=O)=O
NYMLUNFPRGMRNW-VPQZEOPVNA-N,CHEMBL2151350,4317,A,5.17,chembl20,854274,9606,MMP8,2671,C(C(C=1C=CC(=CC1)OC)=O)C2(C(=O)NC(NC2=O)=O)O
WKIMWNKNDQXNCK-VUEOKQGPNA-N,CHEMBL113827,4317,A,5.51,chembl20,458937,9606,MMP8,2671,C(C(NCC1=CC=CC=C1)=O)(C(O)=NO)CC2=CC=CC=C2
XKYMHQLYNCGEBF-UCMAGDEDNA-N,CHEMBL116641,4317,A,6.27,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)NCCCC1=CC=CC=C1)CC(C)C
VWGKXDUPRHRCAO-LILDFLRNNA-N,CHEMBL181682,4317,N,4.6,chembl20,305121,9606,MMP8,2671,C1(=CC(C2=CC=C(C=C2)OC)=CS1)C(=O)NCCN3CCOCC3
JOSPLESHDLLQSD-UHFFFAOYNA-N,CHEMBL2442890,4317,N,4.96,chembl20,990996,9606,MMP8,2671,O=S(=O)(C1=CC=C(OC=2C=CC(=CC2)OC(OCC)=O)C=C1)CC3SC3
UCNQXLWFXZNAIC-IUMQBWJQNA-N,CHEMBL95483,4317,A,6.0,chembl20,102108,9606,MMP8,2671,[C@H](C(N1CCCCC1)O)(C(C(O)=NO)=O)CC(C)C
VFRJAWOYJAMXJN-YGZLFCMANA-N,CHEMBL116752,4317,A,5.64,chembl20,458937,9606,MMP8,2671,C(C(NCC1=CC=CC=C1)=O)(C(O)=NO)CCC2=CC=CC=C2
WYVILPRSBDCCKY-HCKMINDGNA-N,CHEMBL53094,4317,A,7.7,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC=1C=CC(N(=O)=O)=CC1)(C(F)(F)F)(=O)=O
FTQOZDRDOVWSBK-MECQSIQINA-N,CHEMBL2385481,4317,A,7.37,chembl20,960930,9606,MMP8,2671,[C@H]1(N(CCC1)S(CCC2=CC=CC=C2)(=O)=O)C(=NO)O
AZWBRVJQJIHTAP-ARKZRILENA-N,CHEMBL102873,4317,A,5.02,chembl20,105077,9606,MMP8,2671,C(C(O)=NO)(C(=O)NCCC1=CC=CC=C1)(CC2=CC=CC=C2)C
BZDNZMAIXJGVGF-MPIMZMORNA-N,CHEMBL104870,4317,A,5.09,chembl20,105077,9606,MMP8,2671,C(C(N1CC=2C=CC=CC2CC1)=O)(C(O)=NO)(CC3=CC=CC=C3)C
FAJZOFHZLDUFEM-OCVBRQAYNA-N,CHEMBL1632637,4317,A,7.62,chembl20,694546,9606,MMP8,2671,C=1C(=CC=C(OC)C1)S(=O)(=O)N(C[C@H](O)CO)CC(=NO)O
FDJBYAHLPYLRKD-UHFFFAOYNA-N,CHEMBL33977,4317,A,5.52,chembl20,105212,9606,MMP8,2671,N1=C(C2=CC(C)=C(C(=C2)C)OCC(=O)OC)C3=CC=CC=C3C(N1C)=O
FTRCUXMVUJZMHT-CYBMUJFWNA-N,56835169,4317,A,6.52288,pubchem,641631,9606,MMP8,2671,S(=O)(=O)(N1[C@H](C(C)C)C(=O)N(O)C(=O)C1)C2=CC=C(OC)C=C2
JCUTWTFOYUXMPS-PKSOQXRJNA-N,CHEMBL333248,4317,A,6.95,chembl20,105195,9606,MMP8,2671,C(S(NC(C(O)=NO)C(C)C)(=O)=O)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
CQGGQNFRJIAPHA-ARKZRILENA-N,CHEMBL331784,4317,A,6.25,chembl20,458937,9606,MMP8,2671,C(C(O)=NO)(C(=O)NCCCC1=CC=CC=C1)CC2=CC=CC=C2
GPHBFHLZRQMFLJ-IMYFCDRWNA-N,CHEMBL2440430,4317,N,4.36,chembl20,990169,9606,MMP8,2671,P(O)(O)(C(NC1=CC=C(C=C1)OC2=CC=CC=C2)P(O)(O)=O)=O
LXUDTRDQVKIQBB-JLGFQASFNA-N,CHEMBL2151349,4317,A,5.09,chembl20,854274,9606,MMP8,2671,C(C(C=1C=CC(=CC1)C(F)(F)F)=O)C2(C(NC(NC2=O)=O)=O)O
MIMAQBHMLVGMDH-LILDFLRNNA-N,71817094,4317,A,7.49485,pubchem,748348,9606,MMP8,2671,S(O)(O)(N=CC(O)=NO)=CCC1=CC=C(OC2=CC=CC=C2)C=C1
JAWBGTRXBCUBLS-BDOPCRGKNA-N,CHEMBL355756,4317,N,4.42,chembl20,105204,9606,MMP8,2671,C(C(N[C@H](C(N(C)C)=O)CC1=CC=CC=C1)=O)(O)=NO
JMWYGNIQHYKDCH-HCKMINDGNA-N,CHEMBL298822,4317,A,7.92,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC1=CC=C(N(=O)=O)C=C1)(C=2SC=CC2)(=O)=O
JRAYHZWPXHIVJI-CMJFTGLXNA-N,CHEMBL2437163,4317,N,4.33,chembl20,986692,9606,MMP8,2671,C(CCC1CCCCC1)CNC(NNC(=O)COC2=CC=C(C=C2)Cl)=S
JRCGNOYYZQLNTH-UYBDAZJANA-N,CHEMBL316169,4317,A,7.72,chembl20,105195,9606,MMP8,2671,S(N(C(C(O)=NO)C)CC=1C=CC=CC1)(C2=CC=C(C=C2)OC)(=O)=O
HGICQEUHJFERNR-PKSOQXRJNA-N,CHEMBL573935,4317,A,6.54,chembl20,591600,9606,MMP8,2671,C=1(C(S(C=2C=CC(=CC2)C3=CC=CC=C3)(=O)=O)=CC=CC1)CC(O)=O
HHJKMUMZRIIHIU-UYBDAZJANA-N,CHEMBL120049,4317,A,7.0,chembl20,105195,9606,MMP8,2671,S(C1=C(C(F)=C(C(=C1F)F)F)F)(NC(C(O)=NO)CC(C)C)(=O)=O
NKVKCTYTQNQNIH-GPQMBLKYNA-N,CHEMBL2442885,4317,N,4.89,chembl20,990996,9606,MMP8,2671,O=S(=O)(C1=CC=C(OC2=CC=C(C=C2)NC(OC)=O)C=C1)CC3SC3
ZQJORJBIVFLYIE-PKSOQXRJNA-N,CHEMBL138858,4317,A,7.7,chembl20,105071,9606,MMP8,2671,N1(S(=O)(=O)CCC2=CC=CC=C2)C(C(O)=NO)CC=3C(C1)=CC=CC3
BLXHYKZAZZIQOC-YXSUSBOTNA-N,CHEMBL2385483,4317,A,8.4,chembl20,960930,9606,MMP8,2671,[C@@H]1(N(CCC1)S(CCC2=CC=C(C=C2)OC)(=O)=O)C(=NO)O
QCLOBJCDRHHNCL-LILDFLRNNA-N,CHEMBL82868,4317,A,7.51,chembl20,105195,9606,MMP8,2671,S(N(CC(O)=NO)CC1=CC=CC=C1)(C2=CC=C(C=C2)OC)(=O)=O
PHGLPDURIUEELR-UYBDAZJANA-N,CHEMBL181244,4317,A,6.59,chembl20,571084,9606,MMP8,2671,C=1C(S(N(OC(C)C)CC(O)=NO)(=O)=O)=CC=C(C2=CC=CC=C2)C1
QQDWEVONJRXVDB-UYBDAZJANA-N,CHEMBL1233772,4317,A,8.34,chembl20,694546,9606,MMP8,2671,C(O)(=NO)CN(S(C1=CC=C(C2=CC=CC=C2)C=C1)(=O)=O)CCO
NJSIDFBPVWKNNH-LILDFLRNNA-N,CHEMBL52994,4317,A,7.62,chembl20,105807,9606,MMP8,2671,S(N(CC(O)=NO)CC1=CC=C(N(=O)=O)C=C1)(=O)(=O)C2=CC=CC=C2
KXYWMKRIKCLADT-LILDFLRNNA-N,CHEMBL2442878,4317,N,4.82,chembl20,990996,9606,MMP8,2671,O=S(=O)(C1=CC=C(OC=2C=CC(=CC2)OC(NCC)=O)C=C1)CC3SC3
