Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2153268,,0,266.33,0,3.42,11,Nc1nc2c(-c3csc4ccccc34)nccc2[nH]1,Inhibition,'=',17,%,,,,UO_0000187,,,,,0,CHEMBL2154858,Inhibition of MMP14 using MOCAc-Pro-Leu-Gly-Leu-A2pr(Dnp)-Ala-Arg- NH2 as substrate at 20 ug/ml preincubated for 10 mins measured after 3 hrs by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL2150858,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL236806,,0,486.61,0,1.58,27,CC#CC(C)Oc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL897710,Inhibition of human recombinant MMP14,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1149647,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL237467,,0,471.6,0,1.22,17,CC#CCNc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL897710,Inhibition of human recombinant MMP14,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1149647,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL194377,,0,564.66,2,5.62,"table 43, 5",CCc1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1OC,IC50,'=',30199.52,nM,4.52,,,UO_0000065,8,0.15,-1.1,3.35,0,CHEMBL924953,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1140610,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL396296,,0,616.64,3,0.42,3a,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc2ccccc2)C(=O)NO)C(=O)O)cc1,IC50,'=',70000,nM,4.16,,,UO_0000065,6.74,0.13,3.73,1.65,0,CHEMBL891306,Inhibition of human recombinant MMP14,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1146314,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL1270103,,0,387.5,0,4,22,Cc1ccc(CNCCCC[C@@H](Nc2cc(C)c(F)c(C)c2)C(=O)NO)cc1,FC,'>',500,,,,,,,,,,0,CHEMBL1273403,Selectivity for Bacillus anthracis lethal factor over MMP14,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1268892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1940313,,0,485.63,0,3.64,19,O=C(NC1CCN(C2CC2)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1943711,Inhibition of MMP14 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL211726,,0,484.57,0,2.6,17l,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3C)CC2)cc1,IC50,'=',488,nM,6.31,,,UO_0000065,13.03,0.25,3.71,5.58,0,CHEMBL867338,Inhibition of MMP14,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1138965,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL210133,,0,520.63,1,1.98,17r,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1,Selectivity ratio,'=',12,,,,,,,,,,0,CHEMBL868593,Selectivity for TACE over MMP14,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1138965,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL212411,,0,485.56,0,1.87,17n,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3N)CC2)cc1,Selectivity ratio,'=',57,,,,,,,,,,0,CHEMBL868593,Selectivity for TACE over MMP14,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1138965,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL1651843,,0,414.53,0,3.1,2b,CCS(=O)(=O)Oc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,Activity,'=',9,10'-3/M/s,,,,,,,,,0,CHEMBL1655467,Inhibition of human recombinant MMP14 catalytic domain assessed as dissociation rate constant by substrate hydrolysis based fluorescence spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1649107,1,Scientific Literature,ACS Med. Chem. Lett.,2011,None,
CHEMBL589761,,0,1242.39,None,None,5,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(C)=O)[C@H](O)[C@H](C)O1,Ratio,'>',120,,,,,,,,,,0,CHEMBL1068679,Ratio Kcat to Ki for MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156831,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1270305,,0,429.58,0,4.99,26,Cc1cc(N[C@H](CCCCNCc2ccc(C(C)(C)C)cc2)C(=O)NO)cc(C)c1F,FC,'>',500,,,,,,,,,,0,CHEMBL1273403,Selectivity for Bacillus anthracis lethal factor over MMP14,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1268892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL550148,,0,306.34,0,1.14,6,O=C(CNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,IC50,'=',70,nM,7.16,,,UO_0000065,23.36,0.47,6.01,7.49,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL226439,,0,318.35,0,0.53,7,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc1,IC50,'=',9500,nM,5.02,,,UO_0000065,15.78,0.33,4.49,4.78,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1090035,,0,360.43,0,1.56,11,COc1ccc(S(=O)(=O)N(OC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,IC50,'=',240,nM,6.62,,,UO_0000065,18.37,0.38,5.06,6.29,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1940309,,0,523.66,1,2.44,15,CS(=O)(=O)N1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1943711,Inhibition of MMP14 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL83508,,0,260.27,0,-0.52,9,COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,IC50,'=',210,nM,6.68,,,UO_0000065,25.66,0.54,7.2,6.38,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1090283,,0,309.14,0,0.23,10,O=C(CNS(=O)(=O)c1ccc(Br)cc1)NO,IC50,'=',360,nM,6.44,,,UO_0000065,20.84,0.55,6.21,6.75,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL374377,,0,387.37,0,2.93,14d-(R),CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1)P(=O)(O)O,IC50,'=',32,nM,7.5,,,UO_0000065,19.35,0.41,4.56,7.23,0,CHEMBL918803,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL227598,,0,427.46,0,3.58,14c-(R),CC(C)Oc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,IC50,'=',130,nM,6.89,,,UO_0000065,16.11,0.34,3.31,6.1,0,CHEMBL918803,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL389898,,0,438.49,0,3.39,14I-(R),CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(N3CCCC3)cc2)cc1)P(=O)(O)O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL918803,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL382201,,0,399.41,0,2.8,14a-(S),COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(C)C)P(=O)(O)O)cc2)cc1,Inhibition,'=',63,%,,,,UO_0000187,,,,,0,CHEMBL917839,Inhibition of MMP14 at 100 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL502412,,0,1077.26,None,None,SGRIGFLRTA,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)O,Kcat/Km,'=',777200,/M/s,,,,,,,,,0,CHEMBL1001087,Ratio of kcat/km for human recombinant MMP14 assessed as drug cleavage,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1140886,1,Scientific Literature,Bioorg. Med. Chem.,2009,None,
CHEMBL181244,,0,364.42,0,2.19,4,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,IC50,'=',2300,nM,5.64,,,UO_0000065,15.47,0.31,3.45,5.88,0,CHEMBL1103426,Inhibition of human recombinant MMP14 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1156274,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1766903,,0,460.96,0,4.57,8c,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1cc2[nH]c3cc(Cl)ccc3c2s1)C(=O)O,IC50,'=',17,nM,7.77,,,UO_0000065,16.86,0.35,3.2,7.83,0,CHEMBL1768097,Inhibition of human recombinant MMP14 after 60 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1766918,,0,464.54,0,1.42,10f,COCc1cc(N2CCN(S(=O)(=O)N[C@@]3(C(=O)O)[C@H](C)[C@@H]3c3ccccc3)C[C@H]2C)no1,IC50,'=',1400,nM,5.85,,,UO_0000065,12.6,0.25,4.43,4.68,0,CHEMBL1768097,Inhibition of human recombinant MMP14 after 60 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1766920,,0,460.94,0,2.6,11b,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)N1CCn2c(nc3cc(Cl)ccc32)C1)C(=O)O,IC50,'=',610,nM,6.21,,,UO_0000065,13.48,0.27,3.61,5.95,0,CHEMBL1768097,Inhibition of human recombinant MMP14 after 60 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1767009,,0,456.52,0,1.95,12f,COc1ccc2c(c1)nc1n2CCN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@@H]2c2ccccc2)C1,IC50,'=',4300,nM,5.37,,,UO_0000065,11.76,0.23,3.42,4.72,0,CHEMBL1768097,Inhibition of human recombinant MMP14 after 60 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1767015,,0,458.52,0,2.1,13c,C[C@H]1[C@@](NS(=O)(=O)N2CCc3c(nn4cc(F)ccc34)C2)(C(=O)O)[C@@]1(C)c1ccccc1,IC50,'=',2100,nM,5.68,,,UO_0000065,12.38,0.24,3.58,5.46,0,CHEMBL1768097,Inhibition of human recombinant MMP14 after 60 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1766908,,0,463.99,0,2.94,9c,C[C@@H]1CN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@@H]2c2ccccc2)CCN1c1ccc(Cl)cc1,Ratio IC50,'=',10,,,,,,,,,,0,CHEMBL1768100,Selectivity ratio of IC50 for human recombinant MMP14 to IC50 for human recombinant aggrecanase 2,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1765003,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL507420,,0,818.01,2,4.36,11,NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cc(-c2ccc(-c3cccc(Cl)c3)cc2)no1)CP(=O)(O)c1ccc(Br)cc1,Ki,'=',140,nM,6.85,,,UO_0000065,8.38,0.18,2.49,2.87,0,CHEMBL1002951,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL253275,,0,462.43,0,2.74,38,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1,Ki,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1002951,Inhibition of MMP14,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL252893,,0,435.48,0,2.76,37,Cc1cc(COc2ccc(C(=O)N[C@@H]3CCOC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,FC,'>',30000,,,,,,,,,,0,CHEMBL953095,Selectivity for pig TACE over MMP14,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
