Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL114158,,0,393.42,0,1.21,27,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccncc3)cc2)CCOCC1,Inhibition,'=',50,%,,,,UO_0000187,,,,,0,CHEMBL694863,Inhibition of MMP-13 induced experimental arthritis in hamster knee by 30 mg/kg p.o.,F,BAO_0000218,organism-based format,None,CHEMBL3987790,Knee,None,None,DOSE = 30.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1147455,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004,None,
CHEMBL176612,,0,260.38,0,2.03,3c,COc1ccc(S(=O)(=O)C[C@@H](C)CS)cc1,IC50,'=',250,nM,6.6,,,UO_0000065,25.36,0.56,4.57,15.22,0,CHEMBL716177,Inhibition of Matrix metalloprotease-13 (MMP-13),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1131666,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL374915,,0,545.52,1,4.85,25,CCOCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccccc5F)co4)cc3)cc2)C(=O)NC(=O)NC1=O,IC50,'=',0.93,nM,9.03,,,UO_0000065,16.56,0.31,4.18,7,1,CHEMBL908435,Inhibition of MMP13,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL74954,,0,566.65,2,5.71,17,CNC(=O)[C@@H](NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccc(F)cc2)cc1)C(C)(C)C,Ratio,'=',22,,,,,,,,,,0,CHEMBL843965,Ratio of IC50 of MMP-1 to MMP-13 was determined,B,BAO_0000224,protein format,None,None,None,None,None,,,,CHEMBL2111422,Matrix metalloproteinase (1 and 13),Homo sapiens,SELECTIVITY GROUP,CHEMBL1136104,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL421644,,0,419.46,0,0.72,28,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2C(=O)NO)cc1,IC50,'=',3,nM,8.52,,,UO_0000065,20.32,0.4,7.8,7.33,1,CHEMBL719143,In vitro inhibitory activity against matrix metalloprotease-13 (MMP-13),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1133577,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL226852,,0,391.43,0,1.84,25,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,IC50,'=',49600,nM,4.3,,,UO_0000065,11,0.21,2.46,2.8,0,CHEMBL890453,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1146210,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL220957,,0,545.52,1,4.85,11,CCOCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(F)cc5)co4)cc3)cc2)C(=O)NC(=O)NC1=O,IC50,'=',0.68,nM,9.17,,,UO_0000065,16.81,0.31,4.32,7.11,0,CHEMBL941691,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1140560,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL368972,,0,274.41,0,2.57,3e,CCC(CCS)S(=O)(=O)c1ccc(OC)cc1,IC50,'=',4,nM,8.4,,,UO_0000065,30.6,0.67,5.83,19.36,0,CHEMBL716177,Inhibition of Matrix metalloprotease-13 (MMP-13),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1131666,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL313340,,0,476.55,0,2.58,"table 33	 11",COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)CC1,IC50,'=',54.95,nM,7.26,,,UO_0000065,15.23,0.3,4.68,5.94,0,CHEMBL924952,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1140610,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL82169,,0,504.61,1,3.74,"table 33	 4",COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,IC50,'=',0.7079,nM,9.15,,,UO_0000065,18.13,0.36,5.41,7.49,0,CHEMBL924952,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1140610,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL250299,,0,450.56,0,2.02,12f,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(C(=O)C(C)CC)C2)cc1,IC50,'=',1110,nM,5.96,,,UO_0000065,13.22,0.26,3.93,5.27,0,CHEMBL888220,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1140008,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL399098,,0,484.57,0,2.6,12j,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(C(=O)c3ccc(C)cc3)C2)cc1,Ratio IC50,'>',100,,,,,,,,,,0,CHEMBL888224,Selectivity for TACE over MMP13,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140008,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1940315,,0,494.61,0,2.59,"21	 Diastereomer 1",O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'=',39.81,nM,7.4,,,UO_0000065,14.96,0.29,4.81,7.71,0,CHEMBL1943704,Inhibition of recombinant human MMP13 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL374364,,0,517.54,1,3.32,2,CCOCCC1(Oc2ccc(Oc3ccc(C(=O)NCc4ccccc4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,'=',21,,,,,,,,,,0,CHEMBL908436,Selectivity for MMP13 over MMP2,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL222077,,0,538.52,1,4.19,34,COCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(C#N)cc5)co4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,'=',394,,,,,,,,,,0,CHEMBL908437,Selectivity for MMP13 over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL1940311,,0,513.64,1,3.42,17,O=C(NC1CCN(C(=O)C2CC2)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'=',25.12,nM,7.6,,,UO_0000065,14.8,0.27,4.18,9.26,0,CHEMBL1943704,Inhibition of recombinant human MMP13 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1940304,,0,412.51,0,2.66,10,CS(=O)(=O)Nc1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,13.58,0.26,2.94,7.1,0,CHEMBL1943704,Inhibition of recombinant human MMP13 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1940278,,0,467.57,0,4.17,2c,C[C@@H](NC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1)c1ccncc1,IC50,'=',12.59,nM,7.9,,,UO_0000065,16.9,0.31,3.73,10.58,0,CHEMBL1943704,Inhibition of recombinant human MMP13 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL409223,,0,418.43,0,2.92,9d,COc1cc(CNC(=O)c2ccc3ncn(Cc4ccc(F)cc4)c(=O)c3c2)ccn1,IC50,'=',10000,nM,5,,,UO_0000065,11.95,0.22,2.08,5.81,0,CHEMBL930771,Inhibition of human MMP13,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1142320,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL271148,,0,429.5,0,2.69,8e,NS(=O)(=O)c1ccc(Cn2cnc3ccc(C#CCc4ccccc4)cc3c2=O)cc1,IC50,'=',79,nM,7.1,,,UO_0000065,16.54,0.31,4.41,7.47,0,CHEMBL930771,Inhibition of human MMP13,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1142320,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL386954,,0,531.5,1,4.46,28,COCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(F)cc5)co4)cc3)cc2)C(=O)NC(=O)NC1=O,IC50,'=',0.57,nM,9.24,,,UO_0000065,17.39,0.32,4.78,7.17,0,CHEMBL908435,Inhibition of MMP13,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL148169,,0,433.51,0,3.51,IK682,Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,Ki,'=',1417,nM,5.85,,,UO_0000065,13.49,0.25,2.34,6.37,1,CHEMBL887631,Binding affinity to MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1144638,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL389020,,0,388.49,0,1.85,56,CS(=O)(=O)NCc1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL890453,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1146210,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL226852,,0,391.43,0,1.84,25,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL890459,Inhibition of MMP13 at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1146210,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL220957,,0,545.52,1,4.85,29,CCOCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(F)cc5)co4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,'=',455,,,,,,,,,,0,CHEMBL908436,Selectivity for MMP13 over MMP2,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL220911,,0,528.52,1,4.11,13,CCOCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccccc5)no4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,'=',208,,,,,,,,,,0,CHEMBL908437,Selectivity for MMP13 over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL221552,,0,518.53,1,2.71,9,CCOCCC1(Oc2ccc(Oc3ccc(C(=O)NCc4cccnc4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,,,,,,Not Determined,,,,,,0,CHEMBL908437,Selectivity for MMP13 over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL114528,,0,424.45,0,1.74,24,O=C(NO)C1(NS(=O)(=O)c2ccc(OCc3ccc(F)cc3)cc2)CCOCC1,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL694863,Inhibition of MMP-13 induced experimental arthritis in hamster knee by 30 mg/kg p.o.,F,BAO_0000218,organism-based format,None,CHEMBL3987790,Knee,None,None,DOSE = 30.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1147455,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004,None,
CHEMBL114815,,0,394.42,0,2.71,8,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCCC1,Inhibition,'=',23,%,,,,UO_0000187,,,,,0,CHEMBL694863,Inhibition of MMP-13 induced experimental arthritis in hamster knee by 30 mg/kg p.o.,F,BAO_0000218,organism-based format,None,CHEMBL3987790,Knee,None,None,DOSE = 30.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1147455,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004,None,
CHEMBL77667,,0,592.72,2,5.97,26,CCOc1ccccc1Cc1ccc(CP(=O)(O)CC(CCc2ccccc2)C(=O)N[C@H](C(=O)NC)C(C)(C)C)cc1,Ratio,'=',49,,,,,,,,,,0,CHEMBL843965,Ratio of IC50 of MMP-1 to MMP-13 was determined,B,BAO_0000224,protein format,None,None,None,None,None,,,,CHEMBL2111422,Matrix metalloproteinase (1 and 13),Homo sapiens,SELECTIVITY GROUP,CHEMBL1136104,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL3085155,,0,448.59,0,4.1,21,CCCCCCCC[C@@](Cc1cccnc1)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,log(10^6/IC50),'=',4.37,,,,,,,,,,0,CHEMBL926271,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1140637,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL1784348,,0,470.59,0,1.49,14h,CC(=O)N1CCC(CS(=O)(=O)N2CCC(CCc3c(C)noc3C)CC2)(N(O)C=O)CC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1787039,Inhibition of recombinant human MMP-13 assessed as substrate cleavage after 20 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1781898,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL230806,AGELADINE A,0,357.01,0,3.06,1,Nc1nc2ccnc(-c3cc(Br)c(Br)[nH]3)c2[nH]1,IC50,'=',0.47,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL2154854,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL2150858,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL221751,,0,535.53,1,3.46,3,CCOCCC1(Oc2ccc(Oc3ccc(C(=O)NCc4ccccc4F)cc3)cc2)C(=O)NC(=O)NC1=O,IC50,'=',1.1,nM,8.96,,,UO_0000065,16.73,0.31,5.5,6.78,0,CHEMBL908435,Inhibition of MMP13,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL513822,,0,481.6,0,3.19,22f,CC(C)(C)OC(=O)N1CCC([C@@H](NS(=O)(=O)c2ccc(-c3ccccn3)s2)C(=O)O)CC1,IC50,'=',18,nM,7.75,,,UO_0000065,16.08,0.33,4.55,6.15,0,CHEMBL974339,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1136920,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL253680,,0,504.61,1,3.74,34,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,IC50,'=',0.5,nM,9.3,,,UO_0000065,18.43,0.36,5.56,7.61,0,CHEMBL974339,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1136920,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL227501,,0,383.41,0,3.1,14i-(R),Cc1cccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)c1,IC50,'=',15,nM,7.82,,,UO_0000065,20.41,0.43,4.72,7.54,0,CHEMBL918802,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL468102,,0,532.54,1,4.34,36,CC(C)(C)OC(=O)N1CCC([C@@H](NS(=O)(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)o2)C(=O)O)CC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL974340,Inhibition of MMP13 in presence of 1% bovine serum albumin,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1136920,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL468103,,0,500.52,1,3.6,37,CC(C)(C)OC(=O)N1CCC([C@@H](NS(=O)(=O)c2ccc(-c3ccc(F)c(F)c3)o2)C(=O)O)CC1,IC50,'=',9000,nM,5.05,,,UO_0000065,10.08,0.2,1.45,4,0,CHEMBL974339,Inhibition of MMP13,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL280,Matrix metalloproteinase 13,Homo sapiens,SINGLE PROTEIN,CHEMBL1136920,1,Scientific Literature,J. Med. Chem.,2009,None,
