Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL109655,P39900,,PDKBAEDNMKVROV-AWEZNQCLSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,109.65,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258746,DTCC00281762,2068207,24803
CHEMBL109770,P39900,,MYFWCGILTGDUAM-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,300,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1685582,DTCC00282704,1553370,16424
CHEMBL109770,P39900,,MYFWCGILTGDUAM-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,302,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258741,DTCC00282704,1555538,24803
CHEMBL109806,P39900,,JJTWETADXAELLS-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,200,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1709911,DTCC00281760,1871211,16424
CHEMBL109861,P39900,,BTMGFNYLYGWAKT-JTQLQIEISA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,360,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1703225,DTCC00282336,1003340,16424
CHEMBL110750,P39900,,WOIMZSMDPIJLFO-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,440,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1683059,DTCC00281785,518969,16424
CHEMBL110750,P39900,,WOIMZSMDPIJLFO-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,436.52,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258750,DTCC00281785,521155,24803
CHEMBL110970,P39900,,WOIMZSMDPIJLFO-GFCCVEGCSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,340,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1713945,DTCC00281754,1035753,16424
CHEMBL110970,P39900,,WOIMZSMDPIJLFO-GFCCVEGCSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,338.84,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258749,DTCC00281754,1037855,24803
CHEMBL111179,P39900,,GINBTQGVSPUJLE-ZDUSSCGKSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,480,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1715092,DTCC00282652,389663,16424
CHEMBL111257,P39900,,JXHAGXRDZALSLG-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,520,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1696860,DTCC00282583,809139,16424
CHEMBL111257,P39900,,JXHAGXRDZALSLG-LBPRGKRZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,524.81,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258752,DTCC00282583,811351,24803
CHEMBL111450,P39900,,IIABJCHWKFZJBK-CYBMUJFWSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,360,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1701967,DTCC00282684,291838,16424
CHEMBL111450,P39900,,IIABJCHWKFZJBK-CYBMUJFWSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17275314,KI,=,363.08,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458938,DTCT0024517,2258747,DTCC00282684,294026,24803
CHEMBL111678,P39900,,WJWOJAKOSRCFKB-JTQLQIEISA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11563922,KI,=,240,NM,,,,,,,,,,,,,,In Vitro inhibitory activity against the catalytic domain of the matrix metalloprotease-12,,"Structure-based design and synthesis of potent matrix metalloproteinase inhibitors derived from a 6H-1,3,4-thiadiazine scaffold.",J. Med. Chem.,2001,44,20,"Schröder J, Henke A, Wenzel H, Brandstetter H, Stammler HG, Stammler A, Pfeiffer WD, Tschesche H",,106458,DTCT0024517,1688178,DTCC00282653,809140,16424
CHEMBL111856,P39900,,ZBRHTUMWSDPCMI-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,15177439,IC50,=,0.24,NM,,,,,,,,,,,,,,Inhibition of matrix metalloprotease-12,,Pyran-containing sulfonamide hydroxamic acids: potent MMP inhibitors that spare MMP-1.,Bioorg. Med. Chem. Lett.,2004,14,13,"Reiter LA, Robinson RP, McClure KF, Jones CS, Reese MR, Mitchell PG, Otterness IG, Bliven ML, Liras J, Cortina SR, Donahue KM, Eskra JD, Griffiths RJ, Lame ME, Lopez-Anaya A, Martinelli GJ, McGahee SM, Yocum SA, Lopresti-Morrow LL, Tobiassen LM, Vaughn-Bowser ML",,106461,DTCT0024517,1496220,DTCC00287961,76527,6475
CHEMBL114815,P39900,,SQQHSADBIVCBBM-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,23287054,IC50,,,,,,,,,,,,,,,,,Inhibition of MMP12 (unknown origin),Not Determined,Sulphonamides: Deserving class as MMP inhibitors?,Eur. J. Med. Chem.,2013,60,,"Jain P, Saravanan C, Singh SK",,944091,DTCT0024517,11835624,DTCC00288372,1612260,53820
CHEMBL114878,P39900,,LCWWOMJWYGNKJF-IARZGTGTSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11585440,KI,=,35,NM,,,,,,,,,,,,,,Inhibition of matrix metalloprotease-12,,"Discovery of macrocyclic hydroxamic acids containing biphenylmethyl derivatives at P1', a series of selective TNF-alpha converting enzyme inhibitors with potent cellular activity in the inhibition of TNF-alpha release.",J. Med. Chem.,2001,44,21,"Xue CB, He X, Corbett RL, Roderick J, Wasserman ZR, Liu RQ, Jaffee BD, Covington MB, Qian M, Trzaskos JM, Newton RC, Magolda RL, Wexler RR, Decicco CP",,106459,DTCT0024517,1322678,DTCC00286952,724080,16439
CHEMBL115263,P39900,,SOPDPCOBVSOXIM-ZDXQCDESSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,11585440,KI,>,2000,NM,,,,,,,,,,,,,,Inhibition of matrix metalloprotease-12,,"Discovery of macrocyclic hydroxamic acids containing biphenylmethyl derivatives at P1', a series of selective TNF-alpha converting enzyme inhibitors with potent cellular activity in the inhibition of TNF-alpha release.",J. Med. Chem.,2001,44,21,"Xue CB, He X, Corbett RL, Roderick J, Wasserman ZR, Liu RQ, Jaffee BD, Covington MB, Qian M, Trzaskos JM, Newton RC, Magolda RL, Wexler RR, Decicco CP",,106459,DTCT0024517,1309695,DTCC00287904,433861,16439
CHEMBL115727,P39900,,MCSWSPNUKWMZHM-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,22658537,IC50,,,,,,,,,,,,,,,,,Inhibition of human recombinant MMP12 catalytic domain incubated for 20 mins by fluorimetric assay,Not Determined,Natural products as a gold mine for selective matrix metalloproteinases inhibitors.,Bioorg. Med. Chem.,2012,20,13,"Wang L, Li X, Zhang S, Lu W, Liao S, Liu X, Shan L, Shen X, Jiang H, Zhang W, Huang J, Li H",,827437,DTCT0024517,10535448,DTCC00288787,1591034,48665
CHEMBL115727,P39900,,MCSWSPNUKWMZHM-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,0.61,NM,,,,,,,,,,,,,,Time dependent inhibition of human recombinant MMP12 by SPR assay,,,MedChemComm,2013,4,2,,,1298985,DTCT0024517,13077658,DTCC00288787,1592488,49022
CHEMBL115727,P39900,,MCSWSPNUKWMZHM-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,1.9,NM,,,,,,,,,,,,,,Inhibition of human recombinant MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 10 mins prior to substrate addition by spectrophotometry,,,MedChemComm,2013,4,2,,,1298987,DTCT0024517,13077665,DTCC00288787,1592488,49022
CHEMBL1162966,P39900,,YKGQQUOXWATGTB-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,18029173,IC50,=,64000,NM,,,,,,,,,,,,,,Inhibition of MMP12,,Synthesis and evaluation of novel heterocyclic MMP inhibitors.,Bioorg. Med. Chem. Lett.,2007,17,24,"Hayashi R, Jin X, Cook GR",,459971,DTCT0024517,2266717,DTCC00650352,1231185,24949
CHEMBL116944,P39900,,BLBHPKKKTVUSPA-ZFWWWQNUSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,12877587,IC50,=,3.5,NM,,,,,,,,,,,,,,Inhibition of human Matrix metalloprotease-12 (MMP-12),,Development of a water-soluble matrix metalloproteinase inhibitor as an intra-arterial infusion drug for prevention of restenosis after angioplasty.,J. Med. Chem.,2003,46,16,"Masuda T, Nakayama Y",,106457,DTCT0024517,1325411,DTCC00292720,1435874,17442
CHEMBL118497,P39900,,STDLDNSJNOVMBK-RDJZCZTQSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,12877587,IC50,=,2.6,NM,,,,,,,,,,,,,,Inhibition of human Matrix metalloprotease-12 (MMP-12),,Development of a water-soluble matrix metalloproteinase inhibitor as an intra-arterial infusion drug for prevention of restenosis after angioplasty.,J. Med. Chem.,2003,46,16,"Masuda T, Nakayama Y",,106457,DTCT0024517,1331809,DTCC00292723,917731,17442
CHEMBL12318,P39900,CLODRONIC ACID,ACSIXWWBWUQEHA-UHFFFAOYSA-N,3,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,17583333,IC50,=,121000,NM,,,,,,,,,,,,,,Inhibition of human recombinant MMP12 after 1 hr,,"Platinum complexes can inhibit matrix metalloproteinase activity: platinum-diethyl[(methylsulfinyl)methyl]phosphonate complexes as inhibitors of matrix metalloproteinases 2, 3, 9, and 12.",J. Med. Chem.,2007,50,15,"Sasanelli R, Boccarelli A, Giordano D, Laforgia M, Arnesano F, Natile G, Cardellicchio C, Capozzi MA, Coluccia M",,439905,DTCT0024517,2112261,DTCC00140920,1523158,23003
CHEMBL1232074,P39900,,RBZQWZODGBMNHX-USACIQFYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,20965620,KI,=,14.3,NM,,,,,,,,,,,,,,Inhibition of MMP12 by fluorimetric assay,,"Structure-based approach to nanomolar, water soluble matrix metalloproteinases inhibitors (MMPIs).",Eur. J. Med. Chem.,2010,45,12,"Attolino E, Calderone V, Dragoni E, Fragai M, Richichi B, Luchinat C, Nativi C",,694547,DTCT0024517,5018609,DTCC00126156,1654736,42241
CHEMBL1232487,P39900,,KOVQMCGGWATESY-VXKWHMMOSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,8.3,NM,,,,,,,,,,,,,,BindingDB_Patents: Inhibition Assay. The inhibition tests and the evaluation of the inhibition constants (Ki) on the various MMPs were carried out as described by Devel et al. (Devel et al. 2006 J. Biol. Chem. (7)).,247881,Pseudodipeptides as MMP inhibitors,,2014,,,,,1535383,DTCT0024517,178789,DTCC00694177,1422152,64498
CHEMBL1232489,P39900,,LIIRZRQVACDFBI-HOTGVXAUSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,119,NM,,,,,,,,,,,,,,BindingDB_Patents: Inhibition Assay. The inhibition tests and the evaluation of the inhibition constants (Ki) on the various MMPs were carried out as described by Devel et al. (Devel et al. 2006 J. Biol. Chem. (7)).,247892,Pseudodipeptides as MMP inhibitors,,2014,,,,,1535383,DTCT0024517,180656,DTCC00694178,484290,64498
CHEMBL1232492,P39900,,MMIHYNVQXYWTFM-GOTSBHOMSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,1.92,NM,,,,,,,,,,,,,,BindingDB_Patents: Inhibition Assay. The inhibition tests and the evaluation of the inhibition constants (Ki) on the various MMPs were carried out as described by Devel et al. (Devel et al. 2006 J. Biol. Chem. (7)).,247972,Pseudodipeptides as MMP inhibitors,,2014,,,,,1535383,DTCT0024517,171769,DTCC00694179,1680179,64498
CHEMBL1232492,P39900,,MMIHYNVQXYWTFM-GOTSBHOMSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,144,NM,,,,,,,,,,,,,,BindingDB_Patents: Inhibition Assay. The inhibition tests and the evaluation of the inhibition constants (Ki) on the various MMPs were carried out as described by Devel et al. (Devel et al. 2006 J. Biol. Chem. (7)).,247973,Pseudodipeptides as MMP inhibitors,,2014,,,,,1535383,DTCT0024517,179116,DTCC00694179,1680179,64498
CHEMBL1233524,P39900,MK-3281,YQUCBFIQSJVCOR-JOCHJYFZSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,21141896,IC50,=,8300,NM,,,,,,,,,,,,,,Inhibition of MMP12,,"Discovery of (7R)-14-cyclohexyl-7-{[2-(dimethylamino)ethyl](methyl) amino}-7,8-dihydro-6H-indolo[1,2-e][1,5]benzoxazocine-11-carboxylic acid (MK-3281), a potent and orally bioavailable finger-loop inhibitor of the hepatitis C virus NS5B polymerase.",J. Med. Chem.,2011,54,1,"Narjes F, Crescenzi B, Ferrara M, Habermann J, Colarusso S, Ferreira Mdel R, Stansfield I, Mackay AC, Conte I, Ercolani C, Zaramella S, Palumbi MC, Meuleman P, Leroux-Roels G, Giuliano C, Fiore F, Di Marco S, Baiocco P, Koch U, Migliaccio G, Altamura S, Laufer R, De Francesco R, Rowley M",,701435,DTCT0024517,5059047,DTCC00032087,1331349,42704
CHEMBL1233772,P39900,,QQDWEVONJRXVDB-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,20965620,KI,=,31,NM,,,,,,,,,,,,,,Inhibition of MMP12 by fluorimetric assay,,"Structure-based approach to nanomolar, water soluble matrix metalloproteinases inhibitors (MMPIs).",Eur. J. Med. Chem.,2010,45,12,"Attolino E, Calderone V, Dragoni E, Fragai M, Richichi B, Luchinat C, Nativi C",,694547,DTCT0024517,5018616,DTCC00694315,1939891,42241
CHEMBL1234724,P39900,,IVGHGMHNUBCTDC-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,20965620,KI,=,7.6,NM,,,,,,,,,,,,,,Inhibition of MMP12 by fluorimetric assay,,"Structure-based approach to nanomolar, water soluble matrix metalloproteinases inhibitors (MMPIs).",Eur. J. Med. Chem.,2010,45,12,"Attolino E, Calderone V, Dragoni E, Fragai M, Richichi B, Luchinat C, Nativi C",,694547,DTCT0024517,5018610,DTCC00694419,1072323,42241
CHEMBL1269994,P39900,,RCTYLDJWEDNGIO-LJQANCHMSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,22342144,KI,>,50000,NM,,,,,,,,,,,,,,Inhibition of MMP-12 using OmniMMP as substrate,,Antidotes to anthrax lethal factor intoxication. Part 3: Evaluation of core structures and further modifications to the C2-side chain.,Bioorg. Med. Chem. Lett.,2012,22,6,"Jiao GS, Kim S, Moayeri M, Crown D, Thai A, Cregar-Hernandez L, McKasson L, Sankaran B, Lehrer A, Wong T, Johns L, Margosiak SA, Leppla SH, Johnson AT",,811340,DTCT0024517,10427375,DTCC00703250,1719078,47718
CHEMBL1335679,P39900,,ZIAFXLGSGMQYPL-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,IC50,=,290,NM,,,,,,,,,,,,,,Inhibition of human MMP12 by FRET reporter assay,,,ACS Med. Chem. Lett.,2012,3,8,,,879888,DTCT0024517,11466110,DTCC00744652,900237,51794
CHEMBL1335679,P39900,,ZIAFXLGSGMQYPL-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,,KI,=,18000,NM,,,,,,,,,,,,,,Inhibition of MMP12 (unknown origin)-mediated Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 by fluorimetric assay,,,ACS Med. Chem. Lett.,2013,4,6,,,960929,DTCT0024517,12452620,DTCC00744652,901018,54626
CHEMBL1371684,P39900,,SEZPRMPVJMVCBV-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 12,MMP12,Enzyme,,,22018790,ACTIVITY,=,77.3,%,,,,,,,,,,,,,,Inhibition of MMP12 assessed as residual activity using Knight SSP as substrate at 100 uM after 1.5 to 4 hrs by spectrofluorometric analysis relative to control,,"Identification of novel, exosite-binding matrix metalloproteinase-13 inhibitor scaffolds.",Bioorg. Med. Chem. Lett.,2011,21,23,"Roth J, Minond D, Darout E, Liu Q, Lauer J, Hodder P, Fields GB, Roush WR",,799333,DTCT0024517,7597015,DTCC00778134,283182,47025
