Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL230084,,0,385.06,0,3.53,8,CNc1nc2c(-c3cc(Br)c(Br)[nH]3)nccc2n1C,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL888901,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1145438,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL248524,,0,447.56,0,4.65,7,Cc1cc(COc2ccc(C(=O)NC(C)(C)Cc3n[nH]c(=S)[nH]3)cc2)c2ccccc2n1,Ki,'>',6023,nM,,,,UO_0000065,,,,,0,CHEMBL922944,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1140660,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL231012,,0,278.11,0,2.3,2,Nc1nc2c(-c3cc(Br)c[nH]3)nccc2[nH]1,IC50,'>',100000,nM,,,,UO_0000065,,,,,1,CHEMBL888901,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1145438,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1935283,,0,432.5,0,2.81,16,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOCC3)cc12)C(=O)O,IC50,'=',2.2,nM,8.66,,,UO_0000065,20.02,0.39,5.85,7.94,0,CHEMBL1937507,Inhibition of human MMP-12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1796298,,0,454.53,0,3.01,1,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1943710,Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL228318,,0,465.51,0,4.38,6,Cc1cc(COc2ccc(C(=O)Nc3ccccc3Cc3n[nH]c(=O)[nH]3)cc2)c2ccccc2n1,Ki,'=',3611,nM,5.44,,,UO_0000065,11.69,0.21,1.06,4.83,0,CHEMBL887630,Binding affinity to MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1144638,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL550038,,0,432.45,0,2.93,"(S)-27	 MMP145",CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,IC50,'=',72,nM,7.14,,,UO_0000065,16.52,0.33,4.21,5.66,0,CHEMBL1062315,Inhibition of rat MMP12,B,BAO_0000357,single protein format,Rattus norvegicus,None,None,None,None,,,,CHEMBL5506,Macrophage metalloelastase,Rattus norvegicus,SINGLE PROTEIN,CHEMBL1152446,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL494529,,0,462.52,0,4.18,(S)-17,CC(C)COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,IC50,'=',4.7,nM,8.33,,,UO_0000065,18.01,0.36,4.15,6.17,0,CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1153372,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL493356,,0,515.61,1,4.4,(S)-26,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)NCCc3cccs3)cc12)C(=O)O,IC50,'=',1.1,nM,8.96,,,UO_0000065,17.37,0.35,4.56,6.5,0,CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1153372,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL299946,,0,291.72,0,0.32,41,O=C(CN1Cc2c(Cl)cccc2NS1(=O)=O)NO,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL716817,"Inhibition of human macrophage elastase	 matrix metalloprotease-12 (MMP-12).",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1134493,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL403539,,0,436.51,0,2.69,47,CC(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,Ki,'=',119,nM,6.92,,,UO_0000065,15.86,0.3,4.23,6.6,0,CHEMBL934163,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1141599,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL402436,,0,525.63,1,3.28,15,CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,IC50,'=',540,nM,6.27,,,UO_0000065,11.92,0.23,2.99,4.98,0,CHEMBL946133,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1141492,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL1935291,,0,430.51,0,4.1,"26	 MMP118",CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,Inhibition,'=',38.63,%,,,,UO_0000187,,,,,0,CHEMBL1936829,"Inhibition of human recombinant MMP12-mediated ear swelling in C57BL/6 mouse at 10 mg/kg	 po bid administered 12 hrs and 2 hrs prior to challenge measured after 2 hrs relative to vehicle treated control",F,BAO_0000218,organism-based format,Mus musculus,None,None,None,None,DOSE = 10.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL375,Mus musculus,Mus musculus,ORGANISM,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1935292,,0,444.53,0,4.41,27,Cc1cnc(-c2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)s1,IC50,'=',1.2,nM,8.92,,,UO_0000065,20.07,0.41,4.51,8.15,0,CHEMBL1937507,Inhibition of human MMP-12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL550038,,0,432.45,0,2.93,10,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,Ratio IC50,'=',88,,,,,,,,,,0,CHEMBL1937508,Selectivity ratio of IC50 for human MMP-13 to IC50 for human MMP-12,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1935286,,0,447.9,0,4.89,21,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccc(Cl)o3)cc12)C(=O)O,Ratio IC50,'=',70,,,,,,,,,,0,CHEMBL1937509,Selectivity ratio of IC50 for human MMP-8 to IC50 for human MMP-12,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1935291,,0,430.51,0,4.1,"26	 MMP118",CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,IC50,'=',244,nM,6.61,,,UO_0000065,,,,,0,CHEMBL1937522,Inhibition of monkey MMP-12,B,BAO_0000019,assay format,Macaca mulatta,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1935291,,0,430.51,0,4.1,"26	 MMP118",CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,Inhibition,'>',50,%,,,,UO_0000187,,,,,0,CHEMBL1936231,"Inhibition of human recombinant MMP12-induced lung inflammation in C57BL/6 mouse assessed as reduction in bronchoalveolar lavage inflammation at 10 mg/kg	 po bid administered at 2 hrs prior to and 12 hrs post challenge measured 24 hrs after last challenge relative to vehicle treated control",F,BAO_0000218,organism-based format,Mus musculus,CHEMBL3638235,Lung,None,None,DOSE = 10.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL375,Mus musculus,Mus musculus,ORGANISM,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL230194,,0,199.22,0,1.54,4,Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL888901,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1145438,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1935280,,0,481.45,0,4.18,13,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-n3ccc(C(F)(F)F)n3)cc12)C(=O)O,IC50,'=',0.7,nM,9.15,,,UO_0000065,19.02,0.38,4.97,8,0,CHEMBL1937507,Inhibition of human MMP-12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1940315,,0,494.61,0,2.59,"21	 Diastereomer 1",O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1943710,Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1269887,,0,391.46,0,3.83,18,Cc1cc(N[C@H](CCCCNCc2ccccc2F)C(=O)NO)cc(C)c1F,FC,'>',500,,,,,,,,,,0,CHEMBL1273402,Selectivity for Bacillus anthracis lethal factor over MMP12,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1268892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1270210,,0,403.5,0,3.7,23,COc1ccc(CNCCCC[C@@H](Nc2cc(C)c(F)c(C)c2)C(=O)NO)cc1,FC,'>',500,,,,,,,,,,0,CHEMBL1273402,Selectivity for Bacillus anthracis lethal factor over MMP12,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1268892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1270305,,0,429.58,0,4.99,26,Cc1cc(N[C@H](CCCCNCc2ccc(C(C)(C)C)cc2)C(=O)NO)cc(C)c1F,FC,'>',500,,,,,,,,,,0,CHEMBL1273402,Selectivity for Bacillus anthracis lethal factor over MMP12,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1268892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1935284,,0,413.45,0,4.23,19,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccoc3)cc12)C(=O)O,IC50,'=',0.4,nM,9.4,,,UO_0000065,22.73,0.44,5.17,8.56,0,CHEMBL1937507,Inhibition of human MMP-12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1935290,,0,412.47,0,3.97,25,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccc[nH]3)cc12)C(=O)O,IC50,'=',0.4,nM,9.4,,,UO_0000065,22.78,0.44,5.43,8.36,0,CHEMBL1937507,Inhibition of human MMP-12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1940314,,0,494.61,0,2.59,20,O=C(NC1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1943710,Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1938343,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL468900,,0,348.37,0,1.13,24,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,Activity,,,,,,Not Active,,,,,,0,CHEMBL1005426,Inhibition of MMP12 up to 100 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL391376,,0,573.61,1,2.82,59,Cc1cc(COc2ccc(C(=O)NC3CN(C(=O)OC(C)(C)C)CC34C(=O)NC(=O)NC4=O)cc2)c2ccccc2n1,Ki,'=',1030,nM,5.99,,,UO_0000065,10.44,0.19,3.17,3.84,0,CHEMBL902120,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1138371,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL240652,,0,615.69,1,3.85,43,Cc1cc(COc2ccc(C(=O)NCC3(C4CCN(C(=O)OC(C)(C)C)CC4)C(=O)NC(=O)NC3=O)cc2)c2ccccc2n1,Ki,'>',6020,nM,,,,UO_0000065,,,,,0,CHEMBL902120,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1138371,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL605764,,0,437.95,0,1.13,2,O=C(NCCc1cccs1)[C@H](O)[C@@H](O)C(=O)N1CCN(c2ccccc2Cl)CC1,Ki,'=',9000,nM,5.05,,,UO_0000065,11.52,0.24,3.92,5.42,0,CHEMBL1065139,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1157740,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL556,DEFEROXAMINE,4,560.69,2,0.92,"Deferoxamine	 Desferal",CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL2439713,Inhibition of human recombinant MMP-12 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2.AcOH as substrate at 10 uM preincubated for 30 mins prior to substrate addition measured for 30 mins by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL2434956,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL93,ZILEUTON,4,236.3,0,2.73,"Zileuton	 Zyflo",CC(c1cc2ccccc2s1)N(O)C(N)=O,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL2439713,Inhibition of human recombinant MMP-12 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2.AcOH as substrate at 10 uM preincubated for 30 mins prior to substrate addition measured for 30 mins by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL2434956,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,"2	 SAHA	 Vorinostat",O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,'<',25,%,,,,UO_0000187,,,,,0,CHEMBL2439713,Inhibition of human recombinant MMP-12 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2.AcOH as substrate at 10 uM preincubated for 30 mins prior to substrate addition measured for 30 mins by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL2434956,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL508461,,0,428.51,1,5.42,23,O=C(O)C[C@@H](NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,IC50,'=',14,nM,7.85,,,UO_0000065,18.33,0.35,2.43,9.91,0,CHEMBL1002955,Inhibition of MMP12,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL449228,,0,347.39,0,2.97,(R)-2a,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O,IC50,'=',38,nM,7.42,,,UO_0000065,21.36,0.42,4.45,7.68,1,CHEMBL1062301,Inhibition of human recombinant MMP12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1152446,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL562373,,0,436.51,0,3.62,(R)-9b,COC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12,IC50,'=',9,nM,8.05,,,UO_0000065,18.43,0.38,4.43,6.61,0,CHEMBL1062301,Inhibition of human recombinant MMP12,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4393,Matrix metalloproteinase 12,Homo sapiens,SINGLE PROTEIN,CHEMBL1152446,1,Scientific Literature,J. Med. Chem.,2009,None,
