Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL325749,,0,267.33,0,2.76,6c,O=C(/C=C/c1ccc(O)cc1)NCCc1ccccc1,IC50,'=',7.83,nM,8.11,,,UO_0000065,30.32,0.55,5.35,16.43,0,CHEMBL2338836,Inhibition of human recombinant MMP9 using succinylated gelatin as substrate incubated for 30 mins prior to substrate addition measured after 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2331288,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL236565,,0,517.39,1,3.8,5h,CC(C)[C@H](C(=O)O)N(Cc1ccccc1)S(=O)(=O)c1ccc(OCCI)cc1,IC50,'=',1350,nM,5.87,,,UO_0000065,11.34,0.29,2.07,7,0,CHEMBL901570,Inhibition of MMP9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1138259,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL162072,,0,515.61,1,3.94,79,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N(C)Cc1ccccc1,IC50,'=',57,nM,7.24,,,UO_0000065,14.05,0.26,3.3,6.77,0,CHEMBL712038,Activity against human gelatinase (MMP-9).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1127698,1,Scientific Literature,J. Med. Chem.,1994,None,
CHEMBL393829,,0,365.43,0,3.13,5a,CC(C)[C@H](C(=O)O)N(Cc1ccccc1)S(=O)(=O)c1ccc(F)cc1,IC50,'=',821,nM,6.09,,,UO_0000065,16.65,0.33,2.96,8.15,0,CHEMBL901570,Inhibition of MMP9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1138259,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL1795857,,0,588.75,2,5.46,5a,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccc(OCc4ccccc4)cc3)C(=O)NO)s2)cc1,IC50,'=',63,nM,7.2,,,UO_0000065,12.23,0.24,1.74,6.88,0,CHEMBL1799651,Inhibition of human MMP9 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1795253,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL1795862,,0,494.64,0,4.11,7,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)s2)cc1,IC50,'=',4.3,nM,8.37,,,UO_0000065,16.91,0.34,4.26,9.65,0,CHEMBL1799651,Inhibition of human MMP9 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1795253,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL237078,,0,384.44,0,1.34,2c,C/C=C/C=C(\CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC,IC50,'=',974,nM,6.01,,,UO_0000065,15.64,0.29,4.67,4.87,0,CHEMBL898157,Inhibition of MMP9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1149586,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL1957579,,0,253.69,0,1.92,(R)-1'b,O=C(O)[C@H]1CCC(=O)N1Cc1ccccc1Cl,IC50,,,,,,Not Determined,,,,,,0,CHEMBL1960476,Inhibition of MMP9 catalytic domain using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1955780,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL1957603,,0,398.44,0,2.19,8l,O=C(NO)[C@@H]1CSCN1S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,IC50,'=',5,nM,8.3,,,UO_0000065,20.83,0.44,6.11,8.65,0,CHEMBL1960476,Inhibition of MMP9 catalytic domain using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1955780,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL421644,,0,419.46,0,0.72,28,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2C(=O)NO)cc1,IC50,'=',3,nM,8.52,,,UO_0000065,20.32,0.4,7.8,7.33,0,CHEMBL712559,In vitro inhibitory activity against matrix metalloprotease-9 (MMP-9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1133577,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL158625,,0,581.67,2,0.57,63,CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,IC50,'=',27,nM,7.57,,,UO_0000065,13.01,0.25,7,3.62,0,CHEMBL712038,Activity against human gelatinase (MMP-9).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1127698,1,Scientific Literature,J. Med. Chem.,1994,None,
CHEMBL1946276,,0,808.89,2,1.96,35,CN(Cc1cn(CCOCCOCCOCCN2CCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)nn1)S(=O)(=O)c1ccc(F)cc1,IC50,'=',7,nM,8.15,,,UO_0000065,10.08,0.2,6.19,4.37,0,CHEMBL1948222,"Inhibition of MMP9 using (7-methoxycoumarin-4-yl)acetyl-Pro-Leu-Gly-Leu-(3-(2	4-dinitrophenyl)-L-2	3-diaminopropionyl)Ala-Arg-NH2 as substrate preincubated for 30 mins measured after 10 mins by fluorescence analysis",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1944633,1,Scientific Literature,J. Med. Chem.,2012,None,
CHEMBL32596,,0,490.6,0,1.03,3,CNC(=O)[C@@H]1CCCN(C(C)=O)CC(C)CO[C@H](C(=O)NO)[C@@H](CCCc2ccccc2)C(=O)N1,Ki,'=',13,nM,7.89,,,UO_0000065,16.07,0.31,6.86,5.75,0,CHEMBL713578,Inhibition of Matrix metalloprotease-9 (MMP-9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1131722,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL78213,,0,567.54,1,4.79,19g,COC(=O)c1ccc(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc1,IC50,'=',0.98,nM,9.01,,,UO_0000065,15.87,0.32,4.22,7.54,1,CHEMBL715231,In vitro selective inhibition against Matrix metalloprotease-9 (MMP-9) using fluorimetric assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1135750,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL16664,,0,654.94,1,4.07,4m,CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CCCCNS(=O)(=O)c1ccc(C)cc1)C(=O)NC(=O)C(CC(C)C)NCC,IC50,,,nM,,,Not Tested,UO_0000065,,,,,0,CHEMBL712566,In vitro inhibitory activity against gelatinase-B (MMP-9.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1130986,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1998,None,
CHEMBL125138,,0,514.63,2,5.34,2l,O=C(O)[C@@H]1[C@@H](Sc2ccc(-c3nc4ccccc4s3)cc2)CC[C@H]1Cn1nnc2ccccc2c1=O,IC50,'=',661,nM,6.18,,,UO_0000065,12.01,0.23,0.84,6.31,0,CHEMBL712901,Inhibitory activity against matrix metalloprotease-9 (MMP9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1145069,1,Scientific Literature,J. Med. Chem.,2003,None,
CHEMBL127035,,0,500.05,2,5.63,2s,O=C(O)[C@@H]1[C@@H](Sc2ccc(-c3ccc(Cl)cc3)cc2)CC[C@H]1CN1NNc2ccsc2C1=O,IC50,'=',62,nM,7.21,,,UO_0000065,14.41,0.3,1.58,8.83,0,CHEMBL712901,Inhibitory activity against matrix metalloprotease-9 (MMP9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1145069,1,Scientific Literature,J. Med. Chem.,2003,None,
CHEMBL334446,,0,419.48,0,4.06,17d,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(COc2ccc3ncccc3c2)cc1,Ki,,876,nM,,,,UO_0000065,,,,,0,CHEMBL713580,Inhibition of matrix metalloprotease-9 (MMP-9),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1136470,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL26388,,0,523.63,1,2.49,22,CCC(=O)N1CCC(C[C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,Ki,'>',2128,nM,,,,UO_0000065,,,,,0,CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1136683,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL290952,,0,540.6,1,4.82,8k,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)cnc3c(-c4ccccc4)cccc23)cc1,IC50,'=',3,nM,8.52,,,UO_0000065,15.77,0.3,3.7,7,0,CHEMBL710931,Inhibitory activity against matrix metalloprotease 9 (MMP-9).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1136711,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL307372,,0,543.48,1,1.93,11h,Cn1ccc(=O)n(CC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)c1=O,IC50,'=',1.4,nM,8.85,,,UO_0000065,16.29,0.33,6.92,6.46,1,CHEMBL715231,In vitro selective inhibition against Matrix metalloprotease-9 (MMP-9) using fluorimetric assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1135750,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL226852,,0,391.43,0,1.84,25,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL890472,Inhibition of MMP9 at 30 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1146210,1,Scientific Literature,J. Med. Chem.,2007,None,
CHEMBL251827,,0,449.53,0,1.76,(R)-8ee,Cc1ccc(Oc2ccc(N(C[C@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,IC50,'=',295,nM,6.53,,,UO_0000065,14.53,0.29,4.77,6.02,0,CHEMBL944754,Inhibition of MMP9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL253033,,0,435.55,0,2.67,(S)-8c,Cc1ccc(Oc2ccc(N(C[C@H](NCC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,Ratio IC50,'=',8.8,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL398265,,0,449.53,0,1.76,(S)-8ee,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,Ratio IC50,'=',2.7,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL351887,,0,522.6,1,1.6,52,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)O,IC50,'=',59,nM,7.23,,,UO_0000065,13.83,0.26,5.63,4.99,0,CHEMBL712038,Activity against human gelatinase (MMP-9).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1127698,1,Scientific Literature,J. Med. Chem.,1994,None,
CHEMBL430210,,0,544.55,1,2.3,(S)-8v,CC(=O)N1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,Ratio IC50,'=',1.8,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL54176,,0,377.49,0,0.99,in table 3,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccsc1,IC50,'=',82,nM,7.09,,,UO_0000065,18.77,0.39,6.1,7,0,CHEMBL712039,Compound was tested for its inhibitory activity against 92 kD gelatinase (MMP-9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1129758,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL1319362,HOMATROPINE HYDROBROMIDE,4,356.26,0,1.89,HOMATROPINE HYDROBROMIDE,Br.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL1200633,IVERMECTIN,4,1736.18,None,None,IVERMECTIN,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL608,PROBUCOL,4,516.86,2,9.91,PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL500,PINDOLOL,4,248.33,0,1.91,PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL1619,CLADRIBINE,4,285.69,0,-0.3,CLADRIBINE,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL27,PROPRANOLOL,4,259.35,0,2.58,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909197,"DRUGMATRIX: Protease	 Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,
CHEMBL124514,,0,505.44,1,2.26,39,CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,IC50,'=',13,nM,7.89,,,UO_0000065,15.6,0.36,5.63,7.15,0,CHEMBL712559,In vitro inhibitory activity against matrix metalloprotease-9 (MMP-9),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1133577,1,Scientific Literature,J. Med. Chem.,2000,None,
