Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL100570,P14780,,RNCWXNOSFWYLTA-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,19095454,KI,=,46.7,NM,,,,,,,,,,,,,,Inhibition of MMP9,,Current perspective of TACE inhibitors: a review.,Bioorg. Med. Chem.,2009,17,2,"DasGupta S, Murumkar PR, Giridhar R, Yadav MR",,495050,DTCT0024844,2594689,DTCC00106694,985007,32093
CHEMBL100584,P14780,,IFHBUYGFCSEHIF-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11212095,IC50,=,3.6,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-9,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,105358,DTCT0024844,628944,DTCC00269547,161928,4635
CHEMBL1006,P14780,AMIFOSTINE,JKOQGQFVAUAYPM-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7291281,DTCC00224760,898282,46191
CHEMBL1006,P14780,AMIFOSTINE,JKOQGQFVAUAYPM-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7291282,DTCC00224760,898282,46191
CHEMBL100754,P14780,,CMALBPMZEURNBK-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,15163180,KI,=,446.7,NM,,,,,,,,,,,,,,Inhibition of recombinant human Matrix metalloprotease-9,,Sultam hydroxamates as novel matrix metalloproteinase inhibitors.,J. Med. Chem.,2004,47,12,"Cherney RJ, Mo R, Meyer DT, Hardman KD, Liu RQ, Covington MB, Qian M, Wasserman ZR, Christ DD, Trzaskos JM, Newton RC, Decicco CP",,105386,DTCT0024844,693864,DTCC00269176,1326745,18131
CHEMBL100777,P14780,,QAFRSDWNZLQCBN-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,2,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1633952,DTCC00269096,1935386,4590
CHEMBL100805,P14780,,XYVVUCAHUUIYFV-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11212095,IC50,=,25,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-9,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,105358,DTCT0024844,637873,DTCC00269559,582958,4635
CHEMBL1009,P14780,LEVODOPA,WTDRDQBEARUVNC-LURJTMIESA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7425243,DTCC00224903,1351112,46191
CHEMBL1009,P14780,LEVODOPA,WTDRDQBEARUVNC-LURJTMIESA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7425244,DTCC00224903,1351112,46191
CHEMBL100950,P14780,,LYVGWVHFXOYMDJ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,3,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1630086,DTCC00268342,1714206,4590
CHEMBL101,P14780,PHENYLBUTAZONE,VYMDGNCVAMGZFE-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7400198,DTCC00142582,217583,46191
CHEMBL101,P14780,PHENYLBUTAZONE,VYMDGNCVAMGZFE-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7400199,DTCC00142582,217583,46191
CHEMBL101121,P14780,,VVZTYGQJDUUATC-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11212095,IC50,=,5,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-9,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,105358,DTCT0024844,619917,DTCC00269629,2001205,4635
CHEMBL101168,P14780,1-AMINOBENZOTRIAZOLE,JCXKHYLLVKZPKE-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7302876,DTCC01742000,2057641,46191
CHEMBL101168,P14780,1-AMINOBENZOTRIAZOLE,JCXKHYLLVKZPKE-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7302877,DTCC01742000,2057641,46191
CHEMBL101210,P14780,,FMQWWPFJFLUCHZ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,7,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1627641,DTCC00269368,193780,4590
CHEMBL101413,P14780,,AJXYMDJBIXFLCO-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,10,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1615940,DTCC00269089,422246,4590
CHEMBL1016,P14780,CANDESARTAN,HTQMVQVXFRQIKW-UHFFFAOYSA-N,3,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7270450,DTCC00228418,413969,46191
CHEMBL1016,P14780,CANDESARTAN,HTQMVQVXFRQIKW-UHFFFAOYSA-N,3,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7270451,DTCC00228418,413969,46191
CHEMBL101612,P14780,,LGVIBWRSRHZDQG-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,0.5,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1602205,DTCC00269291,776640,4590
CHEMBL101789,P14780,,XBJDUGZISLIDRA-QGZVFWFLSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,15163180,KI,<,2.1,NM,,,,,,,,,,,,,,Inhibition of recombinant human Matrix metalloprotease-9,,Sultam hydroxamates as novel matrix metalloproteinase inhibitors.,J. Med. Chem.,2004,47,12,"Cherney RJ, Mo R, Meyer DT, Hardman KD, Liu RQ, Covington MB, Qian M, Wasserman ZR, Christ DD, Trzaskos JM, Newton RC, Decicco CP",,105386,DTCT0024844,678777,DTCC00269210,1968643,18131
CHEMBL101864,P14780,,DPCXVXNEMYTZOE-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,2,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1631272,DTCC00268937,1326739,4590
CHEMBL101981,P14780,,CNEKWCSJAXATCC-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,8,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1632653,DTCC00269080,1903394,4590
CHEMBL1020,P14780,TOLMETIN,UPSPUYADGBWSHF-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7474822,DTCC00229841,477924,46191
CHEMBL1020,P14780,TOLMETIN,UPSPUYADGBWSHF-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7474823,DTCC00229841,477924,46191
CHEMBL102057,P14780,,CLPQPSHMBDAYLR-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11677139,IC50,=,2,NM,,,,,,,,,,,,,,In vitro inhibition of Matrix metalloprotease-9.,,The discovery of anthranilic acid-based MMP inhibitors. Part 3: incorporation of basic amines.,Bioorg. Med. Chem. Lett.,2001,11,22,"Levin JI, Chen JM, Du MT, Nelson FC, Wehr T, DiJoseph JF, Killar LM, Skala S, Sung A, Sharr MA, Roth CE, Jin G, Cowling R, Di L, Sherman M, Xu ZB, March CJ, Mohler KM, Black RA, Skotnicki JS",,105530,DTCT0024844,1600784,DTCC00269097,1196589,4590
CHEMBL1024,P14780,IFOSFAMIDE,HOMGKSMUEGBAAB-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7308751,DTCC00230672,703982,46191
CHEMBL1024,P14780,IFOSFAMIDE,HOMGKSMUEGBAAB-UHFFFAOYSA-N,4,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,Mammalian cells,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774676,DTCT0024844,7308752,DTCC00230672,703982,46191
CHEMBL102415,P14780,,RNMJVOBQCWORLK-GFOWMXPYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11543676,IC50,=,0.9,NM,,,,,,,,,,,,,,Inhibition of human matrix metalloprotease-9,,Design and synthesis of matrix metalloproteinase inhibitors guided by molecular modeling. Picking the S(1) pocket using conformationally constrained inhibitors.,J. Med. Chem.,2001,44,19,"Hanessian S, MacKay DB, Moitessier N",,105231,DTCT0024844,1202334,DTCC00273885,226190,16385
CHEMBL102438,P14780,,BSGLIFPGYIIUAJ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11543675,IC50,=,0.2,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-9,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,105230,DTCT0024844,1389496,DTCC00273957,885822,16392
CHEMBL102441,P14780,,AGLYKFTUNLOGBT-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 9,MMP9,Enzyme,,,11543675,IC50,=,149,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-9,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,105230,DTCT0024844,1379268,DTCC00273131,465265,16392
