Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL240654,,0,515.57,1,2.2,37,Cc1cc(COc2ccc(C(=O)NCC3(C4CCNCC4)C(=O)NC(=O)NC3=O)cc2)c2ccccc2n1,Ki,'>',3330,nM,,,,UO_0000065,,,,,0,CHEMBL902116,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1138371,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL240653,,0,474.52,0,2.86,35,Cc1cc(COc2ccc(C(=O)NCC3(C(C)C)C(=O)NC(=O)NC3=O)cc2)c2ccccc2n1,Ki,'=',930,nM,6.03,,,UO_0000065,12.71,0.24,3.17,4.77,0,CHEMBL902116,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1138371,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL248173,,0,515.53,1,1.44,55,CC(=O)N1CC(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C2(C1)C(=O)NC(=O)NC2=O,Ki,'>',3330,nM,,,,UO_0000065,,,,,0,CHEMBL902116,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1138371,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1957577,,0,294.35,0,2.33,(R)-1''a,NC(=O)[C@H]1CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,IC50,'>',500000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1960475,Inhibition of full length MMP2 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1955780,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL1957587,,0,268.7,0,1.34,(S)-1b,O=C(NO)[C@@H]1CCC(=O)N1Cc1ccccc1Cl,IC50,'>',500000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1960475,Inhibition of full length MMP2 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1955780,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL246780,,0,595.57,2,-1.3,4g,COC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)CN1C(=O)CC[C@H](NC(=O)c2cc(OC)c(OC)c(OC)c2)C1=O,Ratio IC50,'=',140,,,,,,,,,,0,CHEMBL886215,Ratio of IC50 for microsomal aminopeptidase to IC50 for MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139937,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1957590,,0,253.69,0,1.92,(S)-1'c,O=C(O)[C@@H]1CCC(=O)N1Cc1ccc(Cl)cc1,IC50,'=',383000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1960475,Inhibition of full length MMP2 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1955780,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL456911,,0,485.5,0,2.65,"1	 Ro-282653",O=C1NC(=O)C(c2ccc(-c3ccccc3)cc2)(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C(=O)N1,IC50,'=',23,nM,7.64,,,UO_0000065,15.73,0.29,4.99,6.12,0,CHEMBL1948220,"Inhibition of MMP2 using (7-methoxycoumarin-4-yl)acetyl-Pro-Leu-Gly-Leu-(3-(2	4-dinitrophenyl)-L-2	3-diaminopropionyl)Ala-Arg-NH2 as substrate preincubated for 30 mins measured after 10 mins by fluorescence analysis",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1944633,1,Scientific Literature,J. Med. Chem.,2012,None,
CHEMBL311618,,0,486.51,0,1.67,11c,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(Oc3ccc(C#N)cc3)cc2)N(O)C=O)C1=O,IC50,'=',0.93,nM,9.03,,,UO_0000065,18.56,0.36,7.36,5.75,0,CHEMBL718937,In vitro selective inhibition against matrix metalloprotease-2 (MMP-2) using fluorimetric assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1135750,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL311393,,0,428.55,0,2.09,11b,CCCCCCC(CC(=O)O)S(=O)(=O)N[C@@H](Cc1ccc(OC)cc1)C(=O)NC,Ki,'=',1300,nM,5.89,,,UO_0000065,13.73,0.28,3.8,4.83,0,CHEMBL714225,Inhibition of Matrix metalloprotease-2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1130526,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,None,
CHEMBL51862,,0,383.36,0,1.43,B9,O=C(CN(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(F)cc1)NO,Ki,'=',15,nM,7.82,,,UO_0000065,20.41,0.41,6.39,6.03,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL53051,,0,378.37,0,2.52,H2,O=C(CN(Cc1ccc([N+](=O)[O-])cc1)Sc1ccccc1[N+](=O)[O-])NO,Ki,'=',12,nM,7.92,,,UO_0000065,20.93,0.42,5.4,5.7,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL300807,,0,426.38,0,1.14,D2,O=C(CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)NS(=O)(=O)c1ccc(F)cc1)NO,Ki,'=',3,nM,8.52,,,UO_0000065,19.99,0.4,7.38,5.36,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL54501,,0,394.39,0,3.29,F6,O=C(CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)Nc1cccc2ccccc12)NO,Ki,'=',35,nM,7.46,,,UO_0000065,18.9,0.35,4.17,5.97,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL321087,,0,594.71,2,5.91,table 3,O=C(CN(CCCc1ccccc1)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO,IC50,'=',2000,nM,5.7,,,UO_0000065,9.58,0.18,-0.21,5.12,0,CHEMBL710563,Inhibitory activity against matrix metalloprotease-2 (MMP-2).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1131996,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL336900,,0,339.4,0,2.53,16c,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(Cc2ccncc2)cc1,Ki,,675,nM,,,,UO_0000065,,,,,0,CHEMBL714221,Inhibition of matrix metalloprotease-2 (MMP-2),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136470,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL117225,,0,557.74,2,5.9,"5	 UK-356618",Cc1cc(CCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@H](C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1,IC50,'=',1790,nM,5.75,,,UO_0000065,10.3,0.19,-0.15,5.34,1,CHEMBL715834,Inhibition of human matrix metalloprotease-2 (MMP-2),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1144897,1,Scientific Literature,J. Med. Chem.,2003,None,
CHEMBL52532,,0,562.58,1,2.69,K5,Cc1ccccc1S(=O)(=O)NC(=O)Nc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccc([N+](=O)[O-])cc2)cc1,Ki,'=',25,nM,7.6,,,UO_0000065,13.51,0.27,4.91,3.94,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL293503,,0,455.32,0,1.99,B21,O=C(CN(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)NO,Ki,'=',0.7,nM,9.15,,,UO_0000065,20.11,0.42,7.16,7.05,1,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL341702,,0,419.48,0,4.06,17c,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(COc2cccc3ncccc23)cc1,Ki,,585,nM,,,,UO_0000065,,,,,0,CHEMBL714221,Inhibition of matrix metalloprotease-2 (MMP-2),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136470,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL1801048,,0,393.42,0,2.01,9e,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(O)cc3)cc2)CCOCC1,IC50,'=',0.2,nM,9.7,,,UO_0000065,24.65,0.49,7.69,7.94,0,CHEMBL1806084,Inhibition of human MMP2 assessed as cleavage of fluorogenic peptide MCAPro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1800055,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL228318,,0,465.51,0,4.38,6,Cc1cc(COc2ccc(C(=O)Nc3ccccc3Cc3n[nH]c(=O)[nH]3)cc2)c2ccccc2n1,Ki,'>',3333,nM,,,,UO_0000065,,,,,0,CHEMBL887627,Binding affinity to MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1144638,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL43206,,0,412.31,0,3.5,11d,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Br)c2)cc1)C(=O)O,IC50,'=',535,nM,6.27,,,UO_0000065,15.21,0.36,2.77,7.51,0,CHEMBL715828,In vitro inhibition of matrix metalloprotease-2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1133013,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL251866,,0,481.62,0,3.11,7,CSc1nc2ccccc2n1Cc1ccc([C@]2(N)CCN([C@H](CC(C)C)C(=O)NO)C2=O)cc1,Ki,'=',302,nM,6.52,,,UO_0000065,13.54,0.26,3.41,5.75,0,CHEMBL946126,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141492,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL403186,,0,493.56,0,2.86,17,Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,Ki,'>',2128,nM,,,,UO_0000065,,,,,0,CHEMBL946126,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141492,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL253033,,0,435.55,0,2.67,(S)-8c,Cc1ccc(Oc2ccc(N(C[C@H](NCC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,Ratio IC50,'=',8.8,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL247946,,0,516.67,1,4.9,24,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C(C)C)CC[C@@H]3c3n[nH]c(=S)[nH]3)cc2)c2ccccc2n1,Ki,'>',3333,nM,,,,UO_0000065,,,,,0,CHEMBL922941,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140660,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL394294,,0,502.64,1,4.51,15,CCCN1C[C@@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)[C@@H](c2n[nH]c(=S)[nH]2)C1,Ki,'>',3333,nM,,,,UO_0000065,,,,,0,CHEMBL922941,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140660,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL248523,,0,419.51,0,3.96,6,O=C(NCCCc1n[nH]c(=S)[nH]1)c1ccc(OCc2ccnc3ccccc23)cc1,Ki,'>',3333,nM,,,,UO_0000065,,,,,0,CHEMBL922941,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140660,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL398265,,0,449.53,0,1.76,(S)-8ee,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,Ratio IC50,'=',2.7,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL430210,,0,544.55,1,2.3,(S)-8v,CC(=O)N1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,Ratio IC50,'=',1.8,,,,,,,,,,0,CHEMBL944757,Selectivity for MMP9 over MMP2,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1140820,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL293305,,0,480.5,0,2.64,B19,CC(C)(C)OC(=O)Nc1ccc(S(=O)(=O)N(CC(=O)NO)Cc2ccc([N+](=O)[O-])cc2)cc1,Ki,'=',10,nM,8,,,UO_0000065,16.65,0.33,5.36,4.76,0,CHEMBL718925,Inhibitory activity against the Matrix Metalloprotease 2 (MMP-2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132937,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL251820,,0,493.58,0,1.62,7,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CC=C(c3ccccc3)CC2)(C(=O)NO)CC1,IC50,'=',4,nM,8.4,,,UO_0000065,17.01,0.34,6.78,6.69,0,CHEMBL927857,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140810,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL254715,,0,481.57,0,1.32,5,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CCC(c3ccccc3)C2)(C(=O)NO)CC1,IC50,'=',549,nM,6.26,,,UO_0000065,13,0.26,4.94,4.99,0,CHEMBL927857,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140810,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL494975,,0,328.35,0,-0.3,6d,O=C(NO)[C@@H]1CC2(CN1S(=O)(=O)c1ccccc1)OCCO2,IC50,'=',8,nM,8.1,,,UO_0000065,24.66,0.5,8.4,7.7,0,CHEMBL995568,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1150307,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL250093,,0,424.48,0,1.22,12a,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(C(=O)OC)C2)cc1,IC50,'=',870,nM,6.06,,,UO_0000065,14.28,0.29,4.84,4.96,0,CHEMBL888219,Inhibition of MMP2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140008,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
