Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
QRDZFPUVLYEQTA-XWKXFZRBNA-N,CHEMBL1427477,4313,N,2.52,chembl20,715231,9606,MMP2,2668,OC(=O)C1=C2N=CC=CC2=CC=C1
LSHFFFVFHVCTTH-UHFFFAOYNA-N,CHEMBL122950,4313,N,4.96,chembl20,104407,9606,MMP2,2668,S(C=1C=C(N)C(=CC1)OC)(NO)(=O)=O
WEEACGCKIRGUOP-UHFFFAOYNA-N,15998530,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(N2CC(CCC2)C)=CC=C1N(=O)=O
XZMSVZSBWKIRSP-KZZMUEETNA-N,606590,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=CC=C(C=2NN=C(O)C2)C=C1
OXDLGOPSWODXCL-UHFFFAOYNA-N,5316718,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N1=CCC2=C(NC=3C2=CC=CC3)C1C
SEIHQPCBPNHCBN-WXRBYKJCNA-N,735834,4313,N,,pubchem_screening,602330,9606,MMP2,2668,FC1=CC=C(OCC(=O)NN)C=C1
TYFSGHQDPBJVHZ-WXRBYKJCNA-N,845132,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1SC(C(=O)NN2C=NN=C2)=CC1
VHAZJILCIAUTIA-UHFFFAOYNA-N,CHEMBL1463203,4313,N,4.49,chembl20,809419,9606,MMP2,2668,S1C(N)=C(C(=O)C=2SC=CC2)C=C1C
ZQFMPAUDTOJXIB-UHFFFAOYNA-N,CHEMBL332362,4313,A,6.92,chembl20,104407,9606,MMP2,2668,S(C1=CC(C(F)(F)F)=CC=C1)(NO)(=O)=O
DASSFVQGPUWYCE-XWKXFZRBNA-N,2090928,4313,N,4,pubchem,602361,9606,MMP2,2668,ClC=1N=C(SC1C=O)NC=2C=CC=CC2
ARYMJWFLWQKXFD-NDKGDYFDNA-N,CHEMBL1235568,4313,N,3.6,chembl20,715231,9606,MMP2,2668,OS(=O)(C)=NC1=CC=CC=2C1=NC=CC2
DBOHWMPKJCJANT-UHFFFAOYNA-N,258436,4313,N,4,pubchem,602361,9606,MMP2,2668,O=C1C=CC(=CC=C2C=CN(C=C2)C)C=C1
DDLOISMWPUUWPL-UHFFFAOYNA-N,774866,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N(C=1C(N)=CC=CC1)C=2C=CC(N)=CC2
BTCYCZDZXBKHSW-UHFFFAOYNA-N,9115581,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=NC=2C1=CC=CC2)C=3NC(=CC3C)C
FPJLTHNGOJRXMU-UHFFFAOYNA-N,CHEMBL122925,4313,A,6.05,chembl20,104407,9606,MMP2,2668,C1(S(NO)(=O)=O)=C(C(F)=C(C(=C1F)F)F)F
DSHAKCWOEUEDGY-NDKGDYFDNA-N,CHEMBL227566,4313,N,3.86,chembl20,435727,9606,MMP2,2668,ON=C(O)CNOCC1=CC=C(C=C1)Cl
JCYYSUIFIZUFOL-UHFFFAOYNA-N,647535,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O(C(=O)CN1N=CC(=C1N)C=2C=CC=CC2)CC
IXMQSJMHAYPXSV-UHFFFAOYNA-N,252617,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O=N(=O)C=1C=CC(=CC1)C=NNC=2C=CC=CC2
BSRCEYPOWNXRKS-UHFFFAOYNA-N,3241028,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N(C(CC(C=C)=C)C1=CC=CC=C1)C
DGMPVYSXXIOGJY-XWKXFZRBNA-N,CHEMBL24510,4313,N,2.88,chembl20,715231,9606,MMP2,2668,N1=C(C(O)=O)C=CC(=C1)CCCC
KXZQYLBVMZGIKC-UHFFFAOYNA-N,CHEMBL1650627,4313,N,3.6,chembl20,715231,9606,MMP2,2668,N(CC1=NC=CC=C1)CC=2N=CC=CC2
IGTOOKSKMAGIMJ-XWKXFZRBNA-N,CHEMBL254837,4313,N,4.15,chembl20,459969,9606,MMP2,2668,C1=C(O)N=C(C(=O)OCC#CC)C=C1
IAFKSOVDOKSHNL-YHMJCDSINA-N,6007691,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(C(=CCCCCC)C)=C(O)N=C1S
JCPIBBSDUJYBLB-QIQUEDJNNA-N,CHEMBL1627009,4313,N,4.52,chembl20,104550,9606,MMP2,2668,P(C(NC1CCCCC1)=O)(O)(=O)OCC
HSQZGRXVYRTOEB-UHFFFAOYNA-N,5718774,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O=N(=O)C=1C=CC(NN=CC=2NC=CC2)=CC1
JHDKTBCHWMFYMI-UHFFFAOYNA-N,5280951,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O(C=1C=C2NC3=C(CC=NC3C)C2=CC1)C
JIVLDFFWTQYGSR-UHFFFAOYNA-N,24207206,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N=1C=2C(C(=CC1)C)=CC=C3C2N=CC=C3C
PXPXXPJORACKKN-WXRBYKJCNA-N,52210,4313,A,5.02182,pubchem,602361,9606,MMP2,2668,SCC1=NC2=C(N1)C=C(C(=C2)C)C
PZCAQCXIXVTXSS-HWVAXDMANA-N,CHEMBL97614,4313,A,5.4,chembl20,104550,9606,MMP2,2668,P(C(NC1CCCCCC1)=O)(=O)(O)O
PWKHJMHDGZAYMP-XWKXFZRBNA-N,2201171,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=NN=C1NC(OCCCC)=O)CCOCC
PMVJGZGFFBJYLQ-XWKXFZRBNA-N,CHEMBL226149,4313,N,4.03,chembl20,435727,9606,MMP2,2668,ON=C(CNOCC1=CC=CC=C1)O
QJZMLNRFAVEYRV-ROUYVKNBNA-N,2053602,4313,N,,pubchem_screening,602330,9606,MMP2,2668,OCCCNC=1NC=2C(N1)=CC=C(C2)C
RDECIIJACWTCQB-MSCSSKODNA-N,CHEMBL97709,4313,A,6,chembl20,861930,9606,MMP2,2668,P(C(NC1CCCCCCC1)=O)(=O)(O)O
RRPKGUUYTHFUPN-UHFFFAOYNA-N,CHEMBL123064,4313,N,4.68,chembl20,104407,9606,MMP2,2668,S(C1=C(C=C(C=C1C)C)C)(NO)(=O)=O
MMJRINZEHFQMLN-UHFFFAOYNA-N,16196093,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O(C1=CC=C(NC=2C(N)=CC=CC2)C=C1)C
OPUFOLPIZQHECB-UHFFFAOYNA-N,3242720,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1SC(S(=O)(=O)N2CC(CCC2)C)=CC1
NEQAQLUTBGWNLE-BAINRFMONA-N,CHEMBL96438,4313,N,4.3,chembl20,104550,9606,MMP2,2668,P(C(N(CCCC)CCCC)=O)(=O)(O)O
KUZAWDRHHATKNE-UHFFFAOYNA-N,975565,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C1=C2N=CC=CC2=CC=C1)CC(OCC)=O
KTJYZIRNJPDNBW-UHFFFAOYNA-N,CHEMBL332439,4313,N,4.72,chembl20,104407,9606,MMP2,2668,C(S(NO)(=O)=O)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
KSNVFCJUBJUTPF-UHFFFAOYNA-N,81704,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1C=2C(C(=C1C)C(OCC)=O)=CC(O)=CC2
LOAUVZALPPNFOQ-XWKXFZRBNA-N,CHEMBL1160559,4313,N,2.77,chembl20,715231,9606,MMP2,2668,N1=C(C=CC2=CC=CC=C12)C(=O)O
XAAKCCMYRKZRAK-XWKXFZRBNA-N,CHEMBL1650606,4313,N,2.86,chembl20,715231,9606,MMP2,2668,C1(=NC=CC=2C=CC=CC12)C(=O)O
XBMRQHZMWARLEG-HWVAXDMANA-N,CHEMBL97951,4313,A,6.7,chembl20,861930,9606,MMP2,2668,P(C(NCC1CCCCC1)=O)(=O)(O)O
XQEVBXYFXXEMPD-WYUMXYHSNA-N,CHEMBL249859,4313,N,4.07,chembl20,459969,9606,MMP2,2668,C1=CC=C(C(=O)OCCCCCC)N=C1S
XZYQBYQGHHGXBC-UHFFFAOYNA-N,88733,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1C(=NC=2C1=CC=CC2)C3=CC=C(N)C=C3
XYGMNLFJHUYEKM-KZFATGLANA-N,17375923,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1SC(S(=O)(=O)NC2=NOC=C2)=CC1
UOOYXTXCHSNWMI-YAQRNVERNA-N,2206644,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC=1C(CNC(=O)C(CC)(C)C)=CC=CC1
VCJQXPOEEQOVFR-UHFFFAOYNA-N,1475505,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=CC=C(CSC=2N(C(=CN2)CO)C)C=C1
USQRZPGPLTUIHD-BGGKNDAXNA-N,CHEMBL333532,4313,A,7.05,chembl20,104407,9606,MMP2,2668,S(C=1C(C(=O)O)=CC=CC1)(NO)(=O)=O
UUFIHEBXYDLWTO-UHFFFAOYNA-N,2331656,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N(C=1C=CC(=CC1)C)C2=C(N)C=CC=C2
UTOKQYCFEAMQLH-UHFFFAOYNA-N,CHEMBL331114,4313,N,4.85,chembl20,104407,9606,MMP2,2668,S(C1=CC(Cl)=C(N(=O)=O)C=C1)(NO)(=O)=O
UHBIKXOBLZWFKM-NDKGDYFDNA-N,CHEMBL1368601,4313,N,3.6,chembl20,715231,9606,MMP2,2668,OC=1C=2N=C(C=CC2C=CC1)C(O)=O
YNDFTOVUTRBOPA-NDKGDYFDNA-N,16195224,4313,N,,pubchem_screening,602330,9606,MMP2,2668,FC(F)(F)C=1NC2=C(N1)C(N)=CC=C2
YNHBISGORKMJEC-UHFFFAOYNA-N,901270,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C=1C(=CC=CC1)C)C=2N=CC(N)=CC2
YEAVVSQWYLAGNC-MLRYSLRMNA-N,720933,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C1=NC=NC=2N=CNC12)CC(=O)O
YFVNYLDWWHJUQE-UHFFFAOYNA-N,755333,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1N=C2C(NC3=C(C=CC=C3)C)=CC=CC2=N1
YDCDUUBFPDSSCI-UHFFFAOYNA-N,1239358,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(=O)(=O)(N(C)C)NC1=CC(=CC=C1)C(=O)C
AKOBMMAQXVKOJR-XWKXFZRBNA-N,CHEMBL1090283,4313,A,7.4,chembl20,624093,9606,MMP2,2668,C=1C(=CC=C(C1)Br)S(=O)(=O)NCC(O)=NO
DEMNUISBUXJRNU-UHFFFAOYNA-N,261397,4313,N,,pubchem_screening,602330,9606,MMP2,2668,FC=1C=C(C=2OC3=C(C(=O)C2)C=CC=C3)C=CC1
DBDQVGXVJAISKS-UHFFFAOYNA-N,9549613,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1CCN(CCCN(CC2=CC=NC=C2)C(=O)C)CC1
CKGGOTQQQMHJIA-UHFFFAOYNA-N,1628135,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C1=NC=2C(C(=C1)C)=CC=C(OC)C2)CC#N
AATYCRRVMKWSAC-MDZDMXLPNA-N,5375781,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O=N(=O)/C=C/C1=CC=C(N(CC)CC)C=C1
CARKQNSZFCLNKM-UHFFFAOYNA-N,CHEMBL402747,4313,A,5.89,chembl20,497403,9606,MMP2,2668,C1=C(C=CC(S(=O)(=O)CCCS)=C1)OCC#CC
BYXJDCBFAJLZRZ-YHMJCDSINA-N,CHEMBL254838,4313,N,4,chembl20,459969,9606,MMP2,2668,C=1C=CC(C(=O)OC2CCCCC2)=NC1O
BZJVYPJKCGVLQV-VPQZEOPVNA-N,190396,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC=1N=C(NCC2=CC=CC=C2)N=C(NCC)N1
BXWKQAHPQICDHI-UHFFFAOYNA-N,CHEMBL1651847,4313,A,7.05,chembl20,702132,9606,MMP2,2668,O(S(CC)(=O)=O)C=1C=CC(S(CC2SC2)(=O)=O)=CC1
AXIAQHKDCQVIKV-WZXCJNMENA-N,72204929,4313,A,5.22185,pubchem,779764,9606,MMP2,2668,BrC=1C=CC(NC(P(O)(O)=O)P(O)(O)=O)=CC1
FKJOTFPQZUSRBE-UHFFFAOYNA-N,798587,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC=1C(C2=NN3C(N=C4CCSC4=C3O)=C2)=CC=CC1
FHNKYBYJCSINOT-WYUMXYHSNA-N,CHEMBL442286,4313,N,4.14,chembl20,459969,9606,MMP2,2668,C1=CC=C(C(=O)OC2CCCCC2)N=C1S
GVQGQJFGRGXSID-WYUMXYHSNA-N,663640,4313,N,,pubchem_screening,602330,9606,MMP2,2668,OC1=NC2=C(C=C1CNCC)C=C(C=C2)C
DRQVRDMZTZWQJR-YRNVUSSQNA-N,5467580,4313,N,,pubchem_screening,602330,9606,MMP2,2668,P(OCC)(OCC)(=O)/C(=C/C=1C=COC1)/C#N
DSBBDZVNEARMFI-WYUMXYHSNA-N,738775,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1OC(C(=O)NC=2C=C3CCCC3=CC2)=CC1
GHFCXEYUGIXTHN-MSCSSKODNA-N,CHEMBL24447,4313,N,4.7,chembl20,861930,9606,MMP2,2668,P(C(=O)NCCC1=CC=CC=C1)(=O)(O)O
FUWIMUYDFFIVTF-UHFFFAOYNA-N,978001,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1C=C(C=2ON=C(N2)C=3C=CN=CC3)C(Cl)=CC1
FIDHBYQKLOEZPR-GAJRPKRDNA-N,2959049,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=CC=C(SC2=NC=NC(N)=C2N(=O)=O)C=C1
FZUXHMMWERFWLL-UHFFFAOYNA-N,5138350,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1N2C(=NC1CN(C3CCCCC3)CC)N=CC=C2
FJGGQSQOYIRBGE-KGCNKATMNA-N,741704,4313,N,,pubchem_screening,602330,9606,MMP2,2668,OC(=O)C(NC1=NC(=CC(=N1)C)C)(C)C
LWHDLJDNHJFUSI-UHFFFAOYNA-N,CHEMBL1651846,4313,A,6.41,chembl20,702132,9606,MMP2,2668,O(S(C)(=O)=O)C=1C=CC(=CC1)S(CC2SC2)(=O)=O
IEFFRLNSCQIVBY-UHFFFAOYNA-N,CHEMBL243874,4313,A,5.24,chembl20,442203,9606,MMP2,2668,C=1(C=CC(OCC#CC)=CC1)S(=O)(N(CCS)C)=O
JNDVWCINXNIDOF-YHMJCDSINA-N,CHEMBL228229,4313,N,4.17,chembl20,435727,9606,MMP2,2668,ON=C(O)C(NOCC1=CC=C(C=C1)Cl)C
ARKQCBSGSQCIEZ-XWKXFZRBNA-N,2796949,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC1=CC(C=C2SC(=S)NC2=O)=C(O)C=C1
GLAHZTQWARGZCO-UHFFFAOYNA-N,5524312,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC=1C=CC(N=CCC=2SN=C(SC)C2C#N)=CC1
GLZVNTUEYCEXGP-UHFFFAOYNA-N,CHEMBL1701401,4313,N,4.09,chembl20,809419,9606,MMP2,2668,OC(C[N+](CCO)(C)C)CCCCCCCCCCCCCCC
LBGOFCKNUFDIOF-YAQRNVERNA-N,4078254,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S=C1N=C(CC=2C=C3CCCC3=CC2)C(=O)N1
KHDXKUPLQGEWMA-UHFFFAOYNA-N,2876651,4313,N,,pubchem_screening,602330,9606,MMP2,2668,FC1=C(C=2ON=C(N2)C=3C=CC=CC3)C=CC=C1
KHVAUIFUZBDNIQ-VPQZEOPVNA-N,797627,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(CNC(=S)NC2=C(C=CC=C2)C)=CC=C1
LXUGYJQOMJJTIG-AHPDCHJINA-N,2856609,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC=1C=C(C(=O)NNC(=S)NCC)C=CC1
ITPWUSUCOBCXRZ-VMPITWQZNA-N,5734124,4313,N,4,pubchem,602361,9606,MMP2,2668,O1C(C(=O)/C=C/C=2C=CC(N)=CC2)=CC=C1
HWKODSGNNYGYJT-UHFFFAOYNA-N,729813,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C1=NC(=CC(=C1C#N)C(F)(F)F)C=2OC=CC2)C
IGOYDQAYWOFUPH-UHFFFAOYNA-N,2544730,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=NC=2C1=CC=CC2)C3=C(N(C=C3O)CC)N
IGVYCJWEGFBBOJ-XWKXFZRBNA-N,CHEMBL254821,4313,N,3.95,chembl20,459969,9606,MMP2,2668,C1=C(N=C(C(=O)OC2=CC=CO2)C=C1)O
IDWHTWMEVYBAMH-UHFFFAOYNA-N,238285,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O(C(CCC1=CC=C(OC(=O)C)C=C1)C)C(=O)C
IEDJIGQFRWFTAK-UHFFFAOYNA-N,5969400,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC1=CC=2C(C=NN3C(=O)CSC3=S)=CNC2C=C1
IIFGLNHUGJFADM-UHFFFAOYNA-N,51359933,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1C=2C(C(=CN3CCCCCCC3)CC1=O)=CC=CC2
HYYRVOSDRRXGEE-UHFFFAOYNA-N,814957,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O=CC1=C(N2CCCCC2)N=C(N3CCCCC3)N=C1C
JDOIRYXVHWRKDR-NDKGDYFDNA-N,3619449,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC=1N=C(SC1C=O)NC=2C=CC(=CC2)C
HNSDWMLOQWSYEZ-DLGLGFIGNA-N,CHEMBL1939862,4313,N,4.22,chembl20,799145,9606,MMP2,2668,C1(=CC=2C=C(NC2C=C1)C(OCC)=O)C(=O)N
HHEWMYPQRDVRNJ-UHFFFAOYNA-N,851301,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(C1=C2N=CC=CC2=CC=C1)CC(=O)N(C)C
JXNVCUFWCAJVAU-YHMJCDSINA-N,CHEMBL399999,4313,N,4.11,chembl20,459969,9606,MMP2,2668,C=1(C=CSC1)OC(C=2N=C(S)C=CC2)=O
JUWXESMGVXGIRT-UFFNXMAONA-N,23640805,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N1(CC2CCCCC2)[C@@H](CCCCN)CN=C1N
IQGKJOGMRGACFI-WYUMXYHSNA-N,931773,4313,N,,pubchem_screening,602330,9606,MMP2,2668,BrC1=CC=2C(SCC(=O)NN)=CC(=NC2C=C1)C
HSQZGRXVYRTOEB-MDWZMJQENA-N,CHEMBL1983530,4313,N,4.15,chembl20,809419,9606,MMP2,2668,O=N(=O)C=1C=CC(N/N=C/C=2NC=CC2)=CC1
PXAHZNUQUKGVMQ-YHMJCDSINA-N,9551987,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC(Cl)(Cl)C(=O)NP(=O)(N(CC)CC)N(CC)CC
QAIPRVGONGVQAS-HBKQKVCHNA-N,CHEMBL145,4313,A,7.62,chembl20,948151,9606,MMP2,2668,C(O)(/C=C/C1=CC(=C(C=C1)O)O)=O
PJZOCOWIPWKJKD-UHFFFAOYNA-N,710426,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=CC=C(S(=O)(=O)N2CCC=3C2=CC=CC3)C=C1
QVFWPGJSZRZLAM-HCKMINDGNA-N,1480186,4313,N,,pubchem_screening,602330,9606,MMP2,2668,FC(F)(F)C1=CC(=NC(O)=C1C#N)C(C)(C)C
RQGNWRSISVFFMW-UHFFFAOYNA-N,975656,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(CC(=O)N1CCCC1)C2=C3N=CC=CC3=CC=C2
RRXCEVZGPPDCGR-RQJHMYQMNA-N,CHEMBL499539,4313,A,5.7,chembl20,518899,9606,MMP2,2668,[C@H]1(O)CN(C(=O)C)[C@@H](C1)C(=O)OC
RRXGRDMHWYLJSY-UHFFFAOYNA-N,CHEMBL1650629,4313,N,3.52,chembl20,715231,9606,MMP2,2668,C=1C=C(C=C(N1)C=2C=C(C=CN2)CO)CO
RSJCFCMLFKAYID-UHFFFAOYNA-N,738842,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1CCN(CC1)C(=O)N2C=3C(N=C2C)=CC=CC3
QTAWCJGFQMZWFT-LURJTMIENA-N,CHEMBL505141,4313,A,5.02,chembl20,552206,9606,MMP2,2668,N1([C@@H](CC(C1)=O)C(=O)OC)S(C)(=O)=O
MNZUXCCLJPAXEP-WYUMXYHSNA-N,730299,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=CC=2C1=NC(=NC2O)C)C3=CC=CC=C3
MRTHOHUPDKXDPL-YAQRNVERNA-N,793415,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O=C1N(N=C(C=2C1=CC=CC2)CC(=O)O)CC
MTIWLQRIJYZNBV-YHMJCDSINA-N,2889757,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=CC=C(NC(=O)C(CCC)C)N=C1
MYVZLCKDZMGVKR-RXXVAJQJNA-N,5310740,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=O)/C(/N=C1SC)=C/C=C/C=2SC=CC2
NMJHXOZWEMYWQH-WXRBYKJCNA-N,CHEMBL445939,4313,N,4.17,chembl20,459969,9606,MMP2,2668,C1=C(O)N=C(C(=O)OC(C)C)C=C1
MTXWGHZYBWXADO-WYUMXYHSNA-N,CHEMBL228230,4313,N,4.47,chembl20,435727,9606,MMP2,2668,ON=C(O)C(NOCC1=CC=CC=C1)CCCC
NXRCDGIGKSHKAP-WYCIUFAENA-N,676595,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O1N=C(NC(=O)NC2=CC=CN=C2)C(=N1)C
NZJFWCGEQFWBKH-XWKXFZRBNA-N,CHEMBL398838,4313,N,4.19,chembl20,459969,9606,MMP2,2668,C1=C(N=C(C(=O)OC2=CSC=C2)C=C1)O
KQAMTLBULPPKLY-UHFFFAOYNA-N,851237,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(CCC(=O)N(C)C)C=1OC(=NN1)C=2OC=CC2
OVJVVTLPOZCJIU-DLGLGFIGNA-N,6855221,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(=CC=2C=C(OCC)C(O)=CC2)C(=NC1=O)N
MSYDJEJTQXSRBR-BQBZGAKWNA-N,CHEMBL449526,4313,A,5.82,chembl20,518899,9606,MMP2,2668,[C@@H]1(N)CN(C(=O)C)[C@@H](C1)C(=O)OC
WDNYCRKXDHHDIK-NDKGDYFDNA-N,CHEMBL254627,4313,N,4.14,chembl20,459969,9606,MMP2,2668,C1=C(N=C(C(=O)OCC=C(C)C)C=C1)O
WBWKMDFHHUOQLV-UHFFFAOYNA-N,268605,4313,N,,pubchem_screening,602330,9606,MMP2,2668,N1(C=2C(C(C=C1C)=C(C#N)C#N)=CC=CC2)C
WIZJUQTZYUHMJA-NDKGDYFDNA-N,CHEMBL252326,4313,N,3.99,chembl20,459969,9606,MMP2,2668,C1=C(N=C(C(=O)OCCCCC)C=C1)O
WHIWGRCYMQLLAO-UHFFFAOYNA-N,2735289,4313,N,,pubchem_screening,602330,9606,MMP2,2668,O(C1=CC=C(C(C)(C)C)C=C1)C=2N=CC(N)=CC2
XMDDRDKJLQAAED-XWKXFZRBNA-N,3227620,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S1C(C(OC(C(=O)NC2CC2)C)=O)=CC=C1
XRASPMIURGNCCH-BZMATWFHNA-N,68740,4313,A,5.1549,pubchem,779764,9606,MMP2,2668,P(O)(O)(=O)C(P(O)(O)=O)(O)CN1C=CN=C1
XDSPOYNCHBFWFL-LZJOKYAVNA-N,6883998,4313,N,,pubchem_screening,602330,9606,MMP2,2668,ClC1=C(C=CC=C1)/C=N/NC(=O)CC#N
VZXSYHPSVIVBDS-HCKMINDGNA-N,CHEMBL402720,4313,N,4.07,chembl20,459969,9606,MMP2,2668,C1=CC=C(N=C1S)C(=O)OCC2=CC=CC=C2
VYUFRDMGURKYMP-UHFFFAOYNA-N,11948779,4313,N,,pubchem_screening,602330,9606,MMP2,2668,S(CCCCC)C1=C(OC)C=C(CCNC)C(OC)=C1
