Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL337585,,0,454.48,0,2.84,74,Nc1ccc2c(c1)CC(C(=O)C(=O)O)N(S(=O)(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,Selectivity,'=',0.4,,,,,,,,,,0,CHEMBL851514,Affinity ratio of IC50 of MMP-8 to IC50 of MMP-3,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1132460,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL140368,,0,462.48,0,3.12,84,N#Cc1ccc(Oc2ccc(S(=O)(=O)N3Cc4ccccc4CC3C(=O)C(=O)O)cc2)cc1,Selectivity,'=',2,,,,,,,,,,0,CHEMBL851514,Affinity ratio of IC50 of MMP-8 to IC50 of MMP-3,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1132460,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL220911,,0,528.52,1,4.11,13,CCOCCC1(Oc2ccc(Oc3ccc(-c4nc(-c5ccccc5)no4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,'=',208,,,,,,,,,,0,CHEMBL908437,Selectivity for MMP13 over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL221552,,0,518.53,1,2.71,9,CCOCCC1(Oc2ccc(Oc3ccc(C(=O)NCc4cccnc4)cc3)cc2)C(=O)NC(=O)NC1=O,Selectivity ratio,,,,,,Not Determined,,,,,,0,CHEMBL908437,Selectivity for MMP13 over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1139698,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL337793,,0,352.37,0,0.04,3,COc1ccc(S(=O)(=O)N2Cc3[nH]cnc3C[C@@H]2C(=O)NO)cc1,Selectivity,'=',0.7,,,,,,,,,,0,CHEMBL851514,Affinity ratio of IC50 of MMP-8 to IC50 of MMP-3,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1132460,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL141339,,0,390.42,0,1.05,48,COc1ccc(S(=O)(=O)N2Cc3cc(N)ccc3CC2C(=O)C(=O)O)cc1,Selectivity,'=',0.7,,,,,,,,,,0,CHEMBL851514,Affinity ratio of IC50 of MMP-8 to IC50 of MMP-3,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1132460,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL353472,,0,379.53,0,1.35,2,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CSC,IC50,'=',2600,nM,5.58,,,UO_0000065,14.72,0.29,4.24,6.4,0,CHEMBL713845,Compound was tested for its inhibitory activity against Matrix metalloprotease-8 (MMP-8) in adjuvant arthritic rat model of rheumatoid arthritis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2312,Matrix metalloproteinase 8,Rattus norvegicus,SINGLE PROTEIN,CHEMBL1129895,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,None,
CHEMBL1169,AMINOSALICYLIC ACID,4,153.14,0,0.67,PAS,Nc1ccc(C(=O)O)c(O)c1,Inhibition,'=',8,%,,,,UO_0000187,,,,,0,CHEMBL1664434,Inhibition of human recombinant MMP8 at 1 mM after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1649420,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL287899,,0,111.1,0,0.49,6e,Oc1cccnc1O,Inhibition,'=',7,%,,,,UO_0000187,,,,,0,CHEMBL1664434,Inhibition of human recombinant MMP8 at 1 mM after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1649420,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL170095,,0,347.46,0,1.4,4,CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL713845,Compound was tested for its inhibitory activity against Matrix metalloprotease-8 (MMP-8) in adjuvant arthritic rat model of rheumatoid arthritis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2312,Matrix metalloproteinase 8,Rattus norvegicus,SINGLE PROTEIN,CHEMBL1129895,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,None,
CHEMBL1650619,PYRITHIONE,4,127.17,0,1.45,2e,On1ccccc1=S,Inhibition,'=',90,%,,,,UO_0000187,,,,,0,CHEMBL1664434,Inhibition of human recombinant MMP8 at 1 mM after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1649420,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1770705,,0,470.59,0,2.23,12f,CCCC(C)(C)C(=O)NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,IC50,'=',1200,nM,5.92,,,UO_0000065,12.58,0.25,3.69,4.52,0,CHEMBL1772891,Inhibition of human MMP8,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1770058,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL292226,,0,467.55,0,3.17,22,CN(C)c1ccc(Oc2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)cc1,IC50,'=',2,nM,8.7,,,UO_0000065,18.61,0.36,5.53,8.77,0,CHEMBL717812,"Inhibition of human neutrophil collagenase [Matrix Metalloprotease-8	 MMP-8]",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1132223,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL301900,,0,471.92,0,3.48,79,O=C(O)C(=O)[C@H]1Cc2ccc(O)cc2CN1S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,IC50,'=',20,nM,7.7,,,UO_0000065,16.31,0.33,4.22,6.88,0,CHEMBL717812,"Inhibition of human neutrophil collagenase [Matrix Metalloprotease-8	 MMP-8]",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1132223,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL85933,,0,379.41,0,0.23,18,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC(=O)O)CC(=O)NO,Ki,'=',270,nM,6.57,,,UO_0000065,17.31,0.33,6.34,4.54,1,CHEMBL660241,"Inhibition of human neutrophil collagenase (HNC)	 MMP-8",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1128428,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL209970,,0,472.59,0,1.19,17s,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,Selectivity ratio,'>',100,,,,,,,,,,0,CHEMBL867340,Selectivity for TACE over MMP8,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1138965,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL119061,,0,453.58,0,2.94,18,Cc1ccc(CCNC(=O)[C@H](CCc2ccccc2)NC(=O)C(CC(C)C)C(=O)NO)cc1,Ki,'=',1400,nM,5.85,,,UO_0000065,12.91,0.24,2.91,5.44,0,CHEMBL711321,"Inhibition of Matrix metalloprotease-8 (Human neutrophil collagenase	 MMP-8)",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1131458,1,Scientific Literature,J. Med. Chem.,1998,None,
CHEMBL1935286,,0,447.9,0,4.89,21,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccc(Cl)o3)cc12)C(=O)O,Ratio IC50,'=',70,,,,,,,,,,0,CHEMBL1937509,Selectivity ratio of IC50 for human MMP-8 to IC50 for human MMP-12,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1933042,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL242074,,0,586.38,1,-0.2,QA-DC,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C)C3[C@H](O)C21.[I-],IC50,'=',11000,nM,4.96,,,UO_0000065,10.79,0.21,5.16,2.78,0,CHEMBL891124,Inhibition of human MMP8,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1147035,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL242073,,0,586.38,1,-0.07,QA-TC,C[C@@]1(O)c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C)C3CC21.[I-],IC50,'=',110000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL891124,Inhibition of human MMP8,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1147035,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL1223134,,0,477.57,0,3.03,12,CNC(=O)[C@H](NC(=O)c1ccc(-c2cccc(CNC(=O)c3nccn3C)c2)o1)C1CCCCC1,Ratio IC50,'>',64,,,,,,,,,,0,CHEMBL1228234,Selectivity ratio of IC50 for MMP8 to IC50 for MMP13,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1221301,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL243874,,0,299.42,0,1.64,2,CC#CCOc1ccc(S(=O)(=O)N(C)CCS)cc1,Ki,'=',1300,nM,5.89,,,UO_0000065,19.66,0.42,4.25,12.63,0,CHEMBL891415,Inhibition of MMP8,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1147178,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL325163,,0,705.73,1,2.8,28,O=C1NCCCC[C@@H](C(=O)NCC(=O)N2CCOCC2)NC(=O)[C@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)[C@@H](C(=O)NO)CCCO1,FC,'=',45,,,,,,,,,,0,CHEMBL1005434,Selectivity for pig TACE over MMP8,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL24398,,0,439.51,1,1.2,54,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,Ki,'=',171,nM,6.77,,,UO_0000065,15.4,0.29,5.57,5.17,0,CHEMBL1002946,Inhibition of MMP8,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL468900,,0,348.37,0,1.13,24,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,Activity,,,,,,Not Active,,,,,,0,CHEMBL1002971,Inhibition of MMP8 up to 100 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL270050,,0,444.45,0,2.48,27,COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1,Activity,,,,,,Not Active,,,,,,0,CHEMBL1002946,Inhibition of MMP8,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1141723,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL116529,,0,383.45,0,2.72,15,CC(C)CC(C(=O)NO)C(=O)Nc1ccccc1C(=O)NCc1ccccc1,Ki,'=',36000,nM,4.44,,,UO_0000065,11.59,0.22,1.72,4.13,0,CHEMBL711321,"Inhibition of Matrix metalloprotease-8 (Human neutrophil collagenase	 MMP-8)",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1131458,1,Scientific Literature,J. Med. Chem.,1998,None,
CHEMBL228187,,0,387.37,0,2.93,14g-(R),CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)P(=O)(O)O,IC50,'=',2.4,nM,8.62,,,UO_0000065,22.25,0.47,5.69,8.31,0,CHEMBL918800,Inhibition of MMP8,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
CHEMBL227484,,0,383.41,0,3.1,14f-(R),Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,IC50,'=',0.39,nM,9.41,,,UO_0000065,24.54,0.51,6.31,9.07,0,CHEMBL918800,Inhibition of MMP8,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1144553,1,Scientific Literature,Bioorg. Med. Chem.,2007,None,
